FacilityID,FacilityLatitude,FacilityLongitude,FacilityName,count,type
234180,35.0106472222,-83.7830555556,JACKRABBIT MOUNTAIN,92,"STANDARD NONELECTRIC,RV NONELECTRIC"
234305,44.2058333333,-111.251388889,WARM RIVER CABIN,1,CABIN NONELECTRIC
234266,42.531944444400004,-111.57583333299999,EIGHT MILE GUARD STATION,1,CABIN NONELECTRIC
232681,31.98,-98.49,PROMONTORY,77,"STANDARD ELECTRIC,OVERNIGHT SHELTER ELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD ELECTRIC"
232698,31.199166666700002,-94.0788888889,SAN AUGUSTINE,100,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
232745,30.695833333299998,-97.40138888889999,WILLIS CREEK,43,"STANDARD ELECTRIC,EQUESTRIAN NONELECTRIC,GROUP STANDARD ELECTRIC"
233409,37.629722222199995,-86.4366666667,NORTH FORK (KY),79,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
233431,38.7083333333,-123.0,BOAT-IN SITES (LAKE SONOMA),108,"BOAT IN,HIKE TO"
232722,33.6083333333,-88.5041666667,TOWN CREEK CAMPGROUND - WEST POINT - MS,110,"WALK TO,STANDARD ELECTRIC"
232338,37.7233333333,-107.2575,THIRTY MILE,35,STANDARD NONELECTRIC
233697,43.4608333333,-91.2230555556,BLACKHAWK PARK,145,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
232655,34.6016666667,-82.8708333333,OCONEE POINT,70,STANDARD ELECTRIC
232726,31.0725,-94.0594444444,TWIN DIKES,42,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,STANDARD NONELECTRIC,OVERNIGHT SHELTER ELECTRIC"
232662,35.2472222222,-93.1625,OLD POST ROAD,41,STANDARD ELECTRIC
232707,32.3241666667,-87.0158333333,SIX MILE CREEK,31,STANDARD ELECTRIC
231844,41.375,-106.251388889,BROOKLYN LAKE,9,STANDARD NONELECTRIC
231994,35.22,-82.7783333333,KUYKENDALL GROUP CAMP,1,GROUP STANDARD NONELECTRIC
232119,38.1727777778,-119.331111111,LOWER TWIN LAKES AT BRIDGEPORT,15,"STANDARD NONELECTRIC,RV NONELECTRIC,WALK TO,TENT ONLY NONELECTRIC"
232740,31.1150416667,-97.5176361111,WESTCLIFF,31,"TENT ONLY NONELECTRIC,STANDARD ELECTRIC,TENT ONLY ELECTRIC"
232918,32.9669444444,-105.718888889,LOWER FIR GROUP AREA,1,GROUP STANDARD AREA NONELECTRIC
233411,37.5733333333,-86.49527777780001,CAVE CREEK,62,"STANDARD ELECTRIC,STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232402,44.592777777799995,-115.6725,STOLLE MEADOWS CABIN,1,CABIN NONELECTRIC
233521,36.8646444444,-119.315727778,ISLAND PARK,93,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
233532,39.2366666667,-123.17777777799999,KYEN CAMPGROUND AND OAK GROVE DAY USE AREA,101,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
233730,40.7008333333,-110.88361111100001,MIRROR LAKE,79,"STANDARD NONELECTRIC,EQUESTRIAN NONELECTRIC"
233585,43.7002777778,-123.0575,PINE MEADOWS CAMPGROUND,95,STANDARD NONELECTRIC
233471,37.6697222222,-93.7530555556,CRABTREE COVE,59,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
232749,33.6519444444,-82.4219444444,WINFIELD,80,STANDARD ELECTRIC
233424,35.3330555556,-95.5,BELLE STARR,111,STANDARD ELECTRIC
233433,38.6947222222,-89.2336111111,BOULDER REC. AREA,82,STANDARD ELECTRIC
234510,40.6912916667,-105.432138889,NARROWS (CO),15,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
233561,42.8488888889,-97.4702777778,NEBRASKA TAILWATERS,43,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
232735,34.3438888889,-82.8413888889,WATSADLER,49,"STANDARD ELECTRIC,RV ELECTRIC"
233702,34.625,-95.325,POTATO HILLS SOUTH,18,STANDARD NONELECTRIC
233596,48.1791666667,-116.892222222,PRIEST RIVER,20,STANDARD NONELECTRIC
233527,33.8597222222,-96.83194444440001,JUNIPER POINT,47,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
233459,41.4663888889,-90.8094444444,CLARKS FERRY,44,STANDARD ELECTRIC
233687,36.8038888889,-80.0572222222,GOOSE POINT,63,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
234098,44.3236111111,-115.64861111100001,HOWERS,10,STANDARD NONELECTRIC
232006,39.1802777778,-79.60055555560001,HORSESHOE RECREATION AREA,6,STANDARD ELECTRIC
232013,41.251666666700004,-111.78972222200001,ANDERSON COVE,72,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
234294,40.7441666667,-109.441666667,LIMBER FLAG YURT,1,CABIN NONELECTRIC
233108,35.299722222199996,-82.81638888890001,COVE CREEK LOWER GROUP CAMP,1,GROUP STANDARD NONELECTRIC
234315,40.754722222199995,-109.67416666700001,TROUT CREEK GUARD STATION,1,CABIN NONELECTRIC
233559,38.0711111111,-89.0055555556,NORTH SANDUSKY CAMPGROUND,118,STANDARD ELECTRIC
232019,38.8956944444,-79.2456944444,BIG BEND (WV),46,STANDARD NONELECTRIC
232200,33.876388888899996,-109.403888889,RAINBOW (AZ),121,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
231855,40.788702777800005,-105.568463889,WEST LAKE,36,"WALK TO,STANDARD ELECTRIC"
232281,40.2088333333,-105.522394444,OLIVE RIDGE,53,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,RV NONELECTRIC"
232347,44.8041666667,-107.86,BALD MOUNTAIN CAMPGROUND,15,"STANDARD NONELECTRIC,RV NONELECTRIC"
231939,40.7425,-111.099444444,LEDGEFORK,73,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232272,37.7388888889,-109.406111111,DEVILS CANYON,42,STANDARD NONELECTRIC
233609,37.5222222222,-93.8052777778,RUARK BLUFF EAST,90,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
231896,34.3080555556,-111.03472222200001,CHRISTOPHER CREEK,43,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
232191,34.0441666667,-109.448611111,BENNY CREEK GROUP AREA,9,GROUP STANDARD NONELECTRIC
232111,40.6319444444,-115.36777777799999,TERRACES CAMPGROUND - PICNIC AREA,1,GROUP TENT ONLY AREA NONELECTRIC
232393,43.2533333333,-72.8922222222,HAPGOOD POND,28,"STANDARD NONELECTRIC,WALK TO"
232212,43.4325,-111.3625,FALLS CAMPGROUND,25,"STANDARD NONELECTRIC,RV NONELECTRIC,GROUP STANDARD NONELECTRIC"
234208,39.4,-114.6275,TIMBER CREEK CAMPGROUND,6,GROUP STANDARD AREA NONELECTRIC
233978,42.1136111111,-111.44638888899999,ST. CHARLES CAMPGROUND,6,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232062,38.5997222222,-82.63305555560001,LAKE VESUVIUS RECREATION AREA,1,GROUP TENT ONLY AREA NONELECTRIC
234611,44.7269444444,-109.554166667,SUNLIGHT RANGERS CABIN,1,CABIN ELECTRIC
234528,37.9997222222,-111.659444444,COWPUNCHER GUARD STATION YURT,1,YURT
232713,35.5458333333,-92.2722222222,SUGAR LOAF,76,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
232284,32.395,-110.691111111,ROSE CANYON,30,"TENT ONLY NONELECTRIC,RV NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
232429,48.0525,-90.40833333329999,FLOUR LAKE,37,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
233642,41.7563888889,-91.5591666667,SUGAR BOTTOM,225,"STANDARD ELECTRIC,WALK TO,GROUP STANDARD AREA ELECTRIC"
232640,34.0302777778,-91.2663888889,MERRISACH LAKE,67,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
232590,32.626388888899996,-87.8830555556,FORKLAND,42,STANDARD ELECTRIC
232625,37.2375,-82.94972222220001,LITTCARR CAMPGROUND,45,"STANDARD ELECTRIC,RV ELECTRIC"
233634,34.1355555556,-89.8861111111,PERSIMMON HILL(ENID LAKE),72,STANDARD ELECTRIC
232406,37.8813888889,-109.448611111,BUCKBOARD,10,"STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
232648,32.5927777778,-97.48,MUSTANG,101,"TENT ONLY NONELECTRIC,GROUP STANDARD ELECTRIC"
232517,35.4702777778,-93.8180555556,AUX ARC,88,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
233854,42.1394444444,-111.625277778,WILLOW FLAT CAMPGROUND,54,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
232568,31.622222222199998,-87.5502777778,ISAAC CREEK,60,STANDARD ELECTRIC
232289,35.2733333333,-111.586666667,LITTLE ELDEN SPRINGS HORSECAMP,15,RV NONELECTRIC
232417,44.6522222222,-115.65555555600001,WARM LAKE,7,STANDARD NONELECTRIC
232359,44.074444444399994,-103.525555556,BEAR GULCH,1,GROUP STANDARD NONELECTRIC
233423,36.8399833333,-96.9108166667,BEAR CREEK COVE,22,STANDARD ELECTRIC
232666,34.4791666667,-82.9752777778,PAYNES CREEK(HARTWELL LAKE),43,STANDARD ELECTRIC
233610,36.6552777778,-78.44027777779999,RUDDS CREEK REC. AR.,98,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
231849,37.0725,-106.273055556,ASPEN GLADE,32,STANDARD NONELECTRIC
234604,47.6425,-91.5327777778,MCDOUGAL LAKE,21,STANDARD NONELECTRIC
233472,46.6697222222,-94.1083333333,Cross Lake Recreation Area,122,"STANDARD ELECTRIC,STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
233509,37.1247222222,-119.89722222200001,HIDDEN VIEW,57,"STANDARD NONELECTRIC,STANDARD ELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
232078,44.0752777778,-103.53305555600001,Pactola Reservoir Campground,58,"STANDARD NONELECTRIC,RV NONELECTRIC"
233683,38.176261111100004,-120.79972222200001,ACORN CAMPGROUND,128,STANDARD NONELECTRIC
233663,41.4,-92.9943666667,WALLASHUCK,83,STANDARD ELECTRIC
231879,37.516388888899996,-107.8,CHRIS PARK,2,GROUP STANDARD NONELECTRIC
232015,41.0327777778,-115.09194444399999,ANGEL LAKE,26,"RV NONELECTRIC,STANDARD NONELECTRIC"
232390,40.1205555556,-111.036666667,ASPEN GROVE,54,"STANDARD NONELECTRIC,WALK TO,RV ELECTRIC"
234303,44.0630555556,-111.02222222200001,SQUIRREL MEADOWS CABIN,1,CABIN NONELECTRIC
233656,34.2150277778,-95.1252222222,TURKEY CREEK,30,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
232139,40.8136666667,-109.4655,LODGEPOLE AT FLAMING GORGE,35,STANDARD NONELECTRIC
232677,36.0508333333,-86.51027777780001,POOLE KNOBS,87,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,TENT ONLY ELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
234209,39.4633333333,-114.653055556,BIRD CREEK RECREATION AREA,4,TENT ONLY NONELECTRIC
231904,41.3497222222,-109.446144444,FIREHOLE CANYON CAMPGROUND,35,STANDARD NONELECTRIC
232335,43.537219444399994,-115.295138889,ELKS FLAT CAMPGROUND,2,GROUP STANDARD NONELECTRIC
233717,43.8883333333,-85.94222222219999,BOWMAN BRIDGE,17,"STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
233962,43.821944444399996,-115.536666667,BARBER FLAT CABIN,1,CABIN NONELECTRIC
234268,42.1391666667,-111.675277778,CUB RIVER GUARD STATION,1,CABIN NONELECTRIC
233776,43.9855,-103.47007222200001,SHERIDAN NORTH COVE GRP CG,5,GROUP STANDARD NONELECTRIC
232310,44.092777777799995,-115.475833333,HELENDE,10,STANDARD NONELECTRIC
233662,34.1611111111,-89.8916666667,WALLACE CREEK,99,STANDARD ELECTRIC
233843,47.81555555560001,-91.7313888889,SOUTH KAWISHIWI RIVER,32,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
232572,36.299722222199996,-85.9088888889,DEFEATED CREEK PARK,155,STANDARD ELECTRIC
231860,40.1194388889,-105.75580833299999,ARAPAHO BAY,82,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,RV NONELECTRIC"
233913,35.4394444444,-80.0486111111,CANEBRAKE HORSE CAMP,28,EQUESTRIAN ELECTRIC
231868,38.8130555556,-106.315277778,COLLEGIATE PEAKS,56,STANDARD NONELECTRIC
233627,41.2888888889,-80.4383333333,SHENANGO REC AREA CAMPGROUND,328,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
234099,35.4838888889,-84.1233333333,YOUNG BRANCH HORSE CAMP,7,EQUESTRIAN NONELECTRIC
233487,46.6236111111,-116.21833333299999,DENT ACRES,51,"STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
234499,35.0330555556,-106.34972222200001,Cedro Peak Camping Sites - Robin and Jay,2,GROUP STANDARD NONELECTRIC
231880,39.1416666667,-106.770833333,DIFFICULT CAMPGROUND,48,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232515,36.1061111111,-86.60388888889999,ANDERSON ROAD,37,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
233911,35.448472222199996,-80.07866111109999,BADIN LAKE CAMPGROUND,34,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
233777,45.1394444444,-88.6394444444,BOULDER LAKE,47,"GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC,STANDARD ELECTRIC"
233948,41.34,-106.52,BRUSH CREEK WORK CENTER BARRACK,1,CABIN ELECTRIC
232601,36.2427777778,-94.0375,HICKORY CREEK PARK,61,STANDARD ELECTRIC
234479,34.8647666667,-83.2251861111,WHETSTONE HORSE CAMP,18,EQUESTRIAN NONELECTRIC
234620,46.3191666667,-84.9788888889,THREE LAKES,13,STANDARD NONELECTRIC
234582,42.5194444444,-110.699444444,LA BARGE GUARD STATION,1,CABIN NONELECTRIC
234211,39.794052777800005,-106.030627778,SOUTH FORK GROUP SITE ,1,GROUP STANDARD NONELECTRIC
234603,47.6483333333,-91.4261111111,LITTLE ISABELLA RIVER,11,STANDARD NONELECTRIC
234533,33.1041666667,-96.4416666667,LAKELAND PAVILION,1,GROUP STANDARD ELECTRIC
234077,34.1613888889,-112.2925,HORSETHIEF CABIN,1,CABIN ELECTRIC
232291,44.373055555600004,-116.30083333299999,THIRD FORK CABIN,1,CABIN NONELECTRIC
234514,29.2741666667,-81.9158333333,LAKE SHORE GROUP CAMP,1,GROUP STANDARD NONELECTRIC
234273,43.8541666667,-104.0525,SUMMIT RIDGE LOOKOUT CABIN,1,CABIN NONELECTRIC
234572,38.1952777778,-111.576111111,AQUARIUS RANGER STATION,1,CABIN NONELECTRIC
231918,38.5658388889,-111.684955556,BOWERY CREEK,41,"GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC"
232628,31.885277777800002,-97.3611111111,LOFERS BEND EAST,75,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD ELECTRIC"
232614,32.7869722222,-94.5506694444,JOHNSON CREEK CAMP,87,"TENT ONLY NONELECTRIC,RV ELECTRIC,WALK TO,STANDARD ELECTRIC,TENT ONLY ELECTRIC,GROUP STANDARD ELECTRIC"
232227,39.8936111111,-111.62833333299999,BLACKHAWK,38,"EQUESTRIAN NONELECTRIC,GROUP RV AREA NONELECTRIC,GROUP STANDARD NONELECTRIC,GROUP EQUESTRIAN"
232637,31.95,-97.3830555556,MCCOWN VALLEY,105,"EQUESTRIAN ELECTRIC,STANDARD ELECTRIC,TENT ONLY NONELECTRIC,OVERNIGHT SHELTER ELECTRIC,TENT ONLY ELECTRIC"
231884,33.8352777778,-109.081944444,LUNA LAKE,42,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232603,36.4897222222,-92.7727777778,HIGHWAY 125 PARK BULL SHOALS,37,STANDARD ELECTRIC
234264,43.7883333333,-114.424444444,NORTH FORK (ID),28,STANDARD NONELECTRIC
232701,31.745,-88.1430555556,SERVICE,32,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
234619,44.398888888900004,-116.899166667,MANN CREEK CAMPGROUND,13,STANDARD NONELECTRIC
234526,46.244722222200004,-89.31055555559999,SYLVANIA WILDERNESS BACKCOUNTRY CAMPING,50,TENT ONLY NONELECTRIC
231928,43.7566666667,-110.918888889,TETON CANYON,13,STANDARD NONELECTRIC
234265,38.480277777800005,-111.456388889,ELKHORN CAMPGROUND,8,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232102,41.753113888899996,-111.716344444,SPRING HOLLOW CAMPGROUND,13,"GROUP STANDARD AREA NONELECTRIC,STANDARD NONELECTRIC,RV NONELECTRIC,TENT ONLY NONELECTRIC"
231910,40.535277777800005,-110.638055556,YELLOWPINE,17,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
234095,46.3183333333,-90.8583333333,LAKE THREE,8,STANDARD NONELECTRIC
233975,35.2675,-83.0194444444,BALSAM LAKE LODGE ,1,CABIN ELECTRIC
231892,35.777777777800004,-105.70416666700001,HOLY GHOST GROUP AREA,1,GROUP STANDARD AREA NONELECTRIC
234521,43.12,-110.71666666700001,MCCAIN CABIN,1,CABIN NONELECTRIC
231932,40.1772222222,-111.17333333299999,STRAWBERRY BAY,286,"STANDARD NONELECTRIC,RV ELECTRIC,GROUP STANDARD NONELECTRIC,STANDARD ELECTRIC,RV NONELECTRIC"
233955,35.1152777778,-112.017222222,WHITE HORSE LAKE Campground,88,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
233594,41.748333333299996,-93.6875,PRAIRIE FLOWER RECREATION AREA,252,"STANDARD ELECTRIC,GROUP STANDARD AREA ELECTRIC"
232024,41.4922222222,-111.943333333,BOX ELDER CAMPGROUND,30,"TENT ONLY NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD AREA NONELECTRIC"
232626,31.1169055556,-97.4730527778,LIVE OAK RIDGE,48,STANDARD ELECTRIC
233645,36.3219444444,-96.1208333333,TALL CHIEF COVE,50,STANDARD ELECTRIC
234096,44.3475,-115.663055556,RIVER SIDE (ID - BOISE),8,STANDARD NONELECTRIC
233661,26.7241666667,-81.6927777778,W.P. FRANKLIN N,38,"STANDARD ELECTRIC,MOORING"
231901,40.9227777778,-109.357222222,DRIPPING SPRINGS CAMPGROUND (UT),26,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
234615,38.2691666667,-112.48583333299999,MAHOGANY COVE CAMPGROUND,8,GROUP STANDARD NONELECTRIC
233828,33.2747222222,-94.3477777778,MALDEN LAKE CAMPGROUND,39,STANDARD ELECTRIC
233867,40.1227333333,-111.153780556,RENEGADE,61,"STANDARD NONELECTRIC,RV NONELECTRIC"
231998,47.511944444399994,-94.0438888889,ONEGUME,37,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
232320,35.0125,-111.738055556,PINE FLAT CAMPGROUND WEST,21,STANDARD NONELECTRIC
233892,39.446666666700004,-111.273333333,POTTERS POND,19,"STANDARD NONELECTRIC,EQUESTRIAN NONELECTRIC,GROUP STANDARD NONELECTRIC"
233992,39.1349666667,-111.422961111,WILLOW LAKE,10,STANDARD NONELECTRIC
231943,40.7691666667,-111.1075,SMITH AND MOREHOUSE,34,STANDARD NONELECTRIC
232733,37.0036111111,-84.6230555556,WAITSBORO CAMPGROUND,22,"STANDARD ELECTRIC,TENT ONLY ELECTRIC,TENT ONLY NONELECTRIC"
233925,44.7805555556,-107.53305555600001,NORTH TONGUE,11,STANDARD NONELECTRIC
232040,43.778888888900006,-114.535,EASLEY CAMPGROUND,10,STANDARD NONELECTRIC
233565,41.3802777778,-92.96972222219999,NORTH OVERLOOK CAMP,52,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
234171,39.58,-111.26,LAKE CANYON REC AREA,14,"GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC"
233544,39.1847222222,-95.4444444444,LONGVIEW,1,GROUP STANDARD ELECTRIC
234605,42.7644277778,-112.088630556,PEBBLE GUARD STATION,1,CABIN NONELECTRIC
233448,33.9280555556,-96.7016666667,CANEY CREEK,52,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
232587,37.071388888899996,-84.6891666667,FISHING CREEK CAMPGROUND,46,"STANDARD ELECTRIC,TENT ONLY ELECTRIC"
232746,34.6991666667,-92.1372222222,WILLOW BEACH,21,STANDARD ELECTRIC
232917,32.5997222222,-97.5,BEAR CREEK,47,"STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
232643,36.5936111111,-93.4411111111,MILL CREEK (MISSOURI),67,STANDARD ELECTRIC
231861,40.20565,-105.844252778,GREEN RIDGE,73,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,RV NONELECTRIC"
232528,33.844444444400004,-88.53222222219999,BLUE BLUFF CAMPGROUND (ABERDEEN MS),92,STANDARD ELECTRIC
232067,39.0997222222,-106.361111111,LAKEVIEW CAMPGROUND,53,"STANDARD NONELECTRIC,RV NONELECTRIC"
232344,44.1715583333,-116.120961111,SWINGING BRIDGE,7,RV NONELECTRIC
232071,40.9505555556,-110.39777777799999,MARSH LAKE CAMPGROUND,46,"GROUP TENT ONLY AREA NONELECTRIC,STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
234475,37.3361111111,-107.915,JUNCTION CREEK CAMPGROUND,30,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
232404,38.5177777778,-109.27388888899999,WARNER LAKE,12,"CABIN NONELECTRIC,STANDARD NONELECTRIC,GROUP TENT ONLY AREA NONELECTRIC"
232703,35.5375,-92.1458333333,SHILOH,117,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC"
233443,38.7916666667,-80.56638888890001,BULLTOWN CAMP,204,STANDARD ELECTRIC
232039,37.5186111111,-112.684722222,DUCK CREEK,60,"STANDARD NONELECTRIC,GROUP STANDARD NONELECTRIC"
232723,36.4761111111,-93.0069444444,TUCKER HOLLOW PARK,28,STANDARD ELECTRIC
232277,43.327777777799994,-111.215,CALAMITY,41,STANDARD NONELECTRIC
232511,31.610208333299997,-97.23658888889999,AIRPORT PARK,75,"RV ELECTRIC,TENT ONLY NONELECTRIC,OVERNIGHT SHELTER ELECTRIC,GROUP STANDARD ELECTRIC"
234584,35.3691666667,-83.3852777778,CHEOAH POINT CABIN 1,1,CABIN NONELECTRIC
232425,40.5847222222,-106.605555556,TEAL LAKE GROUP CAMPSITE,1,GROUP TENT ONLY AREA NONELECTRIC
232605,35.6108333333,-92.1491666667,HILL CREEK,40,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
231937,40.4038888889,-111.60277777799999,THEATER IN THE PINES,1,GROUP STANDARD NONELECTRIC
232367,38.1736111111,-119.304166667,CRAGS CAMPGROUND,22,"GROUP STANDARD NONELECTRIC,STANDARD NONELECTRIC"
233495,35.751388888899996,-94.9025,ELK CREEK LANDING,41,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
232313,44.072222222200004,-115.542222222,KIRKHAM,16,STANDARD NONELECTRIC
232060,44.0616666667,-115.91777777799999,HOT SPRINGS,3,GROUP STANDARD NONELECTRIC
234456,35.4222,-111.73788888899999,KENDRICK CABIN,1,CABIN NONELECTRIC
232297,35.8169444444,-106.606111111,JEMEZ FALLS (NM) PICNIC AREA,1,GROUP TENT ONLY AREA NONELECTRIC
234580,42.43,-110.58166666700001,SCALER GUARD STATION,1,CABIN NONELECTRIC
234381,44.4175,-112.21666666700001,STODDARD CREEK CAMPGROUND,23,"GROUP STANDARD AREA NONELECTRIC,STANDARD NONELECTRIC"
233754,37.9844444444,-120.844722222,COYOTE POINT,1,GROUP STANDARD NONELECTRIC
232292,44.3641666667,-115.85666666700001,BOILING SPRINGS CABIN,1,CABIN NONELECTRIC
233514,46.2137194444,-119.01299999999999,HOOD PARK,67,STANDARD ELECTRIC
232667,33.9869444444,-91.3608333333,PENDLETON BEND,31,STANDARD ELECTRIC
232221,39.5847222222,-106.069444444,PEAK ONE,79,STANDARD NONELECTRIC
232365,44.2,-103.66944444399999,ROUBAIX LAKE,31,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,RV NONELECTRIC"
233669,34.1430555556,-89.7638888889,WATER VALLEY LANDING,26,STANDARD ELECTRIC
232389,39.4457055556,-81.1512,LEITH RUN,21,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC"
233410,37.6075,-86.4536111111,LAUREL BRANCH,61,"STANDARD ELECTRIC,STANDARD NONELECTRIC"
233508,35.9516666667,-96.28027777780001,HEYBURN PARK,46,"STANDARD ELECTRIC,GROUP STANDARD ELECTRIC"
233518,39.5391666667,-91.73305555559999,INDIAN CREEK (MO),247,"STANDARD ELECTRIC,TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
231846,41.3608333333,-106.17166666700001,NORTH FORK (WY),29,"STANDARD NONELECTRIC,RV NONELECTRIC"
233535,47.244722222200004,-94.2308333333,LEECH LAKE REC AREA,77,"STANDARD ELECTRIC,WALK TO"
233704,38.199722222199995,-93.51,BERRY BEND EQUESTRIAN,84,"STANDARD NONELECTRIC,STANDARD ELECTRIC"
232543,34.9611111111,-93.2386111111,CARTER COVE,34,STANDARD ELECTRIC
232727,34.6280555556,-82.86555555560001,TWIN LAKES (SC),100,"STANDARD ELECTRIC,RV ELECTRIC"
233677,38.6763888889,-95.5680555556,WOLF CREEK (KS),67,"STANDARD ELECTRIC,STANDARD NONELECTRIC,GROUP STANDARD ELECTRIC"
233650,36.9041666667,-86.0708333333,THE NARROWS,90,STANDARD ELECTRIC
232523,36.3861111111,-92.2375,BIDWELL POINT PARK,48,STANDARD ELECTRIC
232159,39.3083333333,-106.633055556,CHAPMAN CAMPGROUND AND GROUP,84,"RV NONELECTRIC,STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
232193,34.3233333333,-110.82666666700001,CANYON POINT,103,"STANDARD NONELECTRIC,STANDARD ELECTRIC,GROUP STANDARD NONELECTRIC,GROUP STANDARD ELECTRIC"
234563,34.298888888899995,-111.114166667,PONDEROSA (AZ),48,"STANDARD NONELECTRIC,GROUP STANDARD AREA NONELECTRIC"
231897,40.965,-109.551666667,ANTELOPE FLAT,50,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,GROUP STANDARD NONELECTRIC"
233794,40.5341666667,-110.87277777799999,HADES,14,STANDARD NONELECTRIC
231995,35.4816666667,-82.63,LAKE POWHATAN,85,"STANDARD NONELECTRIC,TENT ONLY NONELECTRIC,RV ELECTRIC,STANDARD ELECTRIC"
231876,39.3163888889,-105.26666666700001,KELSEY CAMPGROUND,17,"TENT ONLY NONELECTRIC,STANDARD NONELECTRIC"
232093,37.9811111111,-105.065555556,ST CHARLES CAMPGROUND - LAKE ISABEL,15,"STANDARD NONELECTRIC,RV NONELECTRIC,TENT ONLY NONELECTRIC"
234199,31.231111111100002,-97.47222222219999,WHITE FLINT PARK,25,"OVERNIGHT SHELTER ELECTRIC,STANDARD ELECTRIC"
232105,40.8372222222,-110.83361111100001,STILLWATER (UT),22,"STANDARD NONELECTRIC,RV NONELECTRIC,GROUP STANDARD NONELECTRIC,TENT ONLY NONELECTRIC"
