"CountyName";"StateName";"CrimeRate";"fips"
"Martinsville city";"Martinsville city";283.5333;"51690.0"
"Mason County";"Mason County";371.982;"17125.0"
"Massac County";"Massac County";398.0628;"17127.0"
"Matagorda County";"Matagorda County";330.6734;"48321.0"
"Matanuska-Susitna Borough";"Matanuska-Susitna Borough";64.081;"2170.0"
"Mathews County";"Mathews County";89.9179;"51115.0"
"Maui County";"Maui County";256.5511;"15009.0"
"Maury County";"Maury County";552.7632;"47119.0"
"Maverick County";"Maverick County";298.5768;"48323.0"
"Mayes County";"Mayes County";276.9336;"40097.0"
"McClain County";"McClain County";164.334;"40087.0"
"McCone County";"McCone County";58.5138;"30055.0"
"McCook County";"McCook County";53.0598;"46087.0"
"McCormick County";"McCormick County";341.8116;"45065.0"
"McCracken County";"McCracken County";200.3885;"21145.0"
"McCreary County";"McCreary County";72.2664;"21147.0"
"McCulloch County";"McCulloch County";132.0528;"48307.0"
"McCurtain County";"McCurtain County";462.7249;"40089.0"
"McDonald County";"McDonald County";673.8186;"29119.0"
"McDonough County";"McDonough County";200.2218;"17109.0"
"McDowell County";"McDowell County";320.9427;"54047.0"
"McDuffie County";"McDuffie County";60.2829;"13189.0"
"McHenry County";"McHenry County";104.7464;"17111.0"
"McIntosh County";"McIntosh County";185.4292;"40091.0"
"McKean County";"McKean County";230.3451;"42083.0"
"McKenzie County";"McKenzie County";268.4131;"38053.0"
"McKinley County";"McKinley County";694.3308;"35031.0"
"McLean County";"McLean County";320.0742;"17113.0"
"McLennan County";"McLennan County";421.5653;"48309.0"
"McLeod County";"McLeod County";150.3424;"27085.0"
"McMinn County";"McMinn County";517.7585;"47107.0"
"McMullen County";"McMullen County";392.6702;"48311.0"
"McNairy County";"McNairy County";501.1477;"47109.0"
"McPherson County";"McPherson County";148.8045;"20113.0"
"Meade County";"Meade County";805.8945;"20119.0"
"Meagher County";"Meagher County";154.8787;"30059.0"
"Mecklenburg County";"Mecklenburg County";556.9251;"37119.0"
"Mecosta County";"Mecosta County";570.6597;"26107.0"
"Medina County";"Medina County";166.6702;"48325.0"
"Meeker County";"Meeker County";116.7871;"27093.0"
"Meigs County";"Meigs County";454.9747;"47121.0"
"Mellette County";"Mellette County";96.1076;"46095.0"
"Menard County";"Menard County";186.2197;"48327.0"
"Mendocino County";"Mendocino County";410.5881;"6045.0"
"Menifee County";"Menifee County";15.9033;"21165.0"
"Menominee County";"Menominee County";180.7406;"26109.0"
"Merced County";"Merced County";696.3545;"6047.0"
"Mercer County";"Mercer County";444.6376;"34021.0"
"Meriwether County";"Meriwether County";273.1726;"13199.0"
"Merrick County";"Merrick County";0.0;"31121.0"
"Merrimack County";"Merrimack County";129.3846;"33013.0"
"Mesa County";"Mesa County";317.172;"8077.0"
"Metcalfe County";"Metcalfe County";20.0341;"21169.0"
"Miami County";"Miami County";197.9595;"20121.0"
"Miami-Dade County";"Miami-Dade County";656.0124;"12086.0"
"Middlesex County";"Middlesex County";211.2955;"25017.0"
"Midland County";"Midland County";300.3935;"48329.0"
"Mifflin County";"Mifflin County";156.5986;"42087.0"
"Milam County";"Milam County";219.3073;"48331.0"
"Millard County";"Millard County";173.7482;"49027.0"
"Mille Lacs County";"Mille Lacs County";294.1973;"27095.0"
"Miller County";"Miller County";956.1771;"5091.0"
"Mills County";"Mills County";288.6681;"19129.0"
"Milwaukee County";"Milwaukee County";912.6349;"55079.0"
"Miner County";"Miner County";42.8633;"46097.0"
"Mineral County";"Mineral County";295.9861;"54057.0"
"Mingo County";"Mingo County";281.8533;"54059.0"
"Minidoka County";"Minidoka County";118.2732;"16067.0"
"Minnehaha County";"Minnehaha County";329.548;"46099.0"
"Missaukee County";"Missaukee County";112.9493;"26113.0"
"Mississippi County";"Mississippi County";763.9897;"5093.0"
"Missoula County";"Missoula County";291.5739;"30063.0"
"Mitchell County";"Mitchell County";350.9892;"48335.0"
"Mobile County";"Mobile County";552.3101;"1097.0"
"Modoc County";"Modoc County";754.3457;"6049.0"
"Moffat County";"Moffat County";129.7413;"8081.0"
"Mohave County";"Mohave County";180.7615;"4015.0"
"Moniteau County";"Moniteau County";152.4003;"29135.0"
"Monmouth County";"Monmouth County";176.5999;"34025.0"
"Mono County";"Mono County";312.6332;"6051.0"
"Monona County";"Monona County";153.4919;"19133.0"
"Monongalia County";"Monongalia County";270.8411;"54061.0"
"Monroe County";"Monroe County";512.1086;"12087.0"
"Montague County";"Montague County";133.3128;"48337.0"
"Montcalm County";"Montcalm County";185.4053;"26117.0"
"Monterey County";"Monterey County";435.1415;"6053.0"
"Montezuma County";"Montezuma County";230.0913;"8083.0"
"Montgomery County";"Montgomery County";615.3039;"20125.0"
"Montmorency County";"Montmorency County";74.8663;"26119.0"
"Montour County";"Montour County";275.0661;"42093.0"
"Montrose County";"Montrose County";176.8477;"8085.0"
"Moody County";"Moody County";187.3829;"46101.0"
"Moore County";"Moore County";243.8914;"48341.0"
"Mora County";"Mora County";0.0;"35033.0"
"Morehouse Parish";"Morehouse Parish";639.3909;"22067.0"
"Morgan County";"Morgan County";532.9386;"29141.0"
"Morrill County";"Morrill County";40.7498;"31123.0"
"Morris County";"Morris County";451.9246;"48343.0"
"Morrison County";"Morrison County";73.0105;"27097.0"
"Morrow County";"Morrow County";141.1433;"41049.0"
"Morton County";"Morton County";222.7171;"20129.0"
"Motley County";"Motley County";0.0;"48345.0"
"Moultrie County";"Moultrie County";67.2224;"17139.0"
"Mountrail County";"Mountrail County";181.314;"38061.0"
"Mower County";"Mower County";231.3932;"27099.0"
"Muhlenberg County";"Muhlenberg County";48.1093;"21177.0"
"Multnomah County";"Multnomah County";477.4615;"41051.0"
"Murray County";"Murray County";234.2934;"13213.0"
"Muscatine County";"Muscatine County";469.2315;"19139.0"
"Muscogee County";"Muscogee County";490.5731;"13215.0"
"Muskegon County";"Muskegon County";529.215;"26121.0"
"Muskingum County";"Muskingum County";194.7648;"39119.0"
"Muskogee County";"Muskogee County";954.4401;"40101.0"
"Musselshell County";"Musselshell County";367.2499;"30065.0"
"Nacogdoches County";"Nacogdoches County";327.5677;"48347.0"
"Nance County";"Nance County";82.8043;"31125.0"
"Nantucket County";"Nantucket County";490.4318;"25019.0"
"Napa County";"Napa County";345.6238;"6055.0"
"Nash County";"Nash County";628.8581;"37127.0"
"Nassau County";"Nassau County";182.007;"36059.0"
"Natchitoches Parish";"Natchitoches Parish";569.7787;"22069.0"
"Natrona County";"Natrona County";187.7169;"56025.0"
"Navajo County";"Navajo County";357.8018;"4017.0"
"Navarro County";"Navarro County";380.9484;"48349.0"
"Nelson County";"Nelson County";129.2407;"38063.0"
"Nemaha County";"Nemaha County";127.9402;"20131.0"
"Neosho County";"Neosho County";237.3707;"20133.0"
"Neshoba County";"Neshoba County";176.2294;"28099.0"
"Ness County";"Ness County";195.2489;"20135.0"
"Nevada County";"Nevada County";247.4542;"6057.0"
"New Castle County";"New Castle County";581.7888;"10003.0"
"New Hanover County";"New Hanover County";391.528;"37129.0"
"New Haven County";"New Haven County";392.9086;"9009.0"
"New Kent County";"New Kent County";112.78;"51127.0"
"New London County";"New London County";208.2801;"9011.0"
"New Madrid County";"New Madrid County";217.8056;"29143.0"
"New York County";"New York County";634.0093;"36061.0"
"Newaygo County";"Newaygo County";249.9948;"26123.0"
"Newberry County";"Newberry County";453.0796;"45071.0"
"Newport County";"Newport County";171.1227;"44005.0"
"Newport News city";"Newport News city";416.9871;"51700.0"
"Newton County";"Newton County";363.1181;"13217.0"
"Nez Perce County";"Nez Perce County";155.3301;"16069.0"
"Niagara County";"Niagara County";381.7987;"36063.0"
"Nicholas County";"Nicholas County";793.3757;"54067.0"
"Nicollet County";"Nicollet County";93.8484;"27103.0"
"Niobrara County";"Niobrara County";118.0638;"56027.0"
"Noble County";"Noble County";174.7335;"40103.0"
"Nobles County";"Nobles County";115.6497;"27105.0"
"Nodaway County";"Nodaway County";120.3732;"29147.0"
"Nolan County";"Nolan County";871.1844;"48353.0"
"Nome Census Area";"Nome Census Area";232.5111;"2180.0"
"Norfolk city";"Norfolk city";558.2212;"51710.0"
"Norfolk County";"Norfolk County";185.0823;"25021.0"
"Norman County";"Norman County";0.0;"27107.0"
"North Slope Borough";"North Slope Borough";722.6925;"2185.0"
"Northampton County";"Northampton County";283.123;"37131.0"
"Northumberland County";"Northumberland County";225.3497;"42097.0"
"Northwest Arctic Borough";"Northwest Arctic Borough";1014.9642;"2188.0"
"Norton city";"Norton city";99.5768;"51720.0"
"Norton County";"Norton County";88.9363;"20137.0"
"Nottoway County";"Nottoway County";164.8386;"51135.0"
"Nowata County";"Nowata County";208.432;"40105.0"
"Noxubee County";"Noxubee County";0.0;"28103.0"
"Nuckolls County";"Nuckolls County";67.981;"31129.0"
"Nueces County";"Nueces County";616.5739;"48355.0"
"Nye County";"Nye County";609.9723;"32023.0"
"O'Brien County";"O'Brien County";71.2048;"19141.0"
"Oakland County";"Oakland County";206.3915;"26125.0"
"Obion County";"Obion County";353.3455;"47131.0"
"Ocean County";"Ocean County";104.2142;"34029.0"
"Oceana County";"Oceana County";152.41;"26127.0"
"Ochiltree County";"Ochiltree County";296.1318;"48357.0"
"Oconee County";"Oconee County";514.3581;"45073.0"
"Oconto County";"Oconto County";21.4374;"55083.0"
"Ogemaw County";"Ogemaw County";249.5997;"26129.0"
"Ogle County";"Ogle County";43.9057;"17141.0"
"Oglethorpe County";"Oglethorpe County";412.4278;"13221.0"
"Ohio County";"Ohio County";706.6572;"54069.0"
"Okaloosa County";"Okaloosa County";464.3699;"12091.0"
"Okanogan County";"Okanogan County";211.2009;"53047.0"
"Okeechobee County";"Okeechobee County";505.9751;"12093.0"
"Okfuskee County";"Okfuskee County";161.59;"40107.0"
"Oklahoma County";"Oklahoma County";694.8738;"40109.0"
"Okmulgee County";"Okmulgee County";187.6363;"40111.0"
"Oktibbeha County";"Oktibbeha County";161.0831;"28105.0"
"Oldham County";"Oldham County";95.1475;"48359.0"
"Oliver County";"Oliver County";53.3618;"38065.0"
"Olmsted County";"Olmsted County";168.8714;"27109.0"
"Oneida County";"Oneida County";257.722;"36065.0"
"Onondaga County";"Onondaga County";374.9037;"36067.0"
"Onslow County";"Onslow County";210.0205;"37133.0"
"Ontario County";"Ontario County";137.4848;"36069.0"
"Ontonagon County";"Ontonagon County";158.1778;"26131.0"
"Orange County";"Orange County";662.6311;"12095.0"
"Orangeburg County";"Orangeburg County";414.5499;"45075.0"
"Oregon County";"Oregon County";363.7686;"29149.0"
"Orleans County";"Orleans County";149.1654;"36073.0"
"Orleans Parish";"Orleans Parish";782.1185;"22071.0"
"Osage County";"Osage County";266.7389;"40113.0"
"Osborne County";"Osborne County";130.9586;"20141.0"
"Osceola County";"Osceola County";488.4357;"12097.0"
"Oscoda County";"Oscoda County";167.0844;"26135.0"
"Oswego County";"Oswego County";162.5882;"36075.0"
"Otero County";"Otero County";268.2273;"35035.0"
"Otoe County";"Otoe County";38.0904;"31131.0"
"Otsego County";"Otsego County";194.7864;"26137.0"
"Ottawa County";"Ottawa County";266.708;"40115.0"
"Otter Tail County";"Otter Tail County";100.7277;"27111.0"
"Ouachita County";"Ouachita County";355.9715;"5103.0"
"Ouachita Parish";"Ouachita Parish";462.1687;"22073.0"
"Ouray County";"Ouray County";21.9443;"8091.0"
"Outagamie County";"Outagamie County";161.3574;"55087.0"
"Overton County";"Overton County";294.4507;"47133.0"
"Owen County";"Owen County";18.867;"18119.0"
"Owsley County";"Owsley County";21.4869;"21189.0"
"Owyhee County";"Owyhee County";200.4881;"16073.0"
"Oxford County";"Oxford County";113.4836;"23017.0"
"Ozark County";"Ozark County";313.8075;"29153.0"
"Ozaukee County";"Ozaukee County";53.9895;"55089.0"
"Pacific County";"Pacific County";117.0846;"53049.0"
"Page County";"Page County";260.9304;"19145.0"
"Palm Beach County";"Palm Beach County";478.6575;"12099.0"
"Palo Alto County";"Palo Alto County";174.1971;"19147.0"
"Palo Pinto County";"Palo Pinto County";240.2381;"48363.0"
"Pamlico County";"Pamlico County";208.4459;"37137.0"
"Panola County";"Panola County";383.6986;"28107.0"
"Park County";"Park County";248.6928;"30067.0"
"Parke County";"Parke County";58.1328;"18121.0"
"Parker County";"Parker County";114.4806;"48367.0"
"Parmer County";"Parmer County";110.3864;"48369.0"
"Pasco County";"Pasco County";319.0313;"12101.0"
"Pasquotank County";"Pasquotank County";355.1687;"37139.0"
"Passaic County";"Passaic County";481.7352;"34031.0"
"Patrick County";"Patrick County";119.7735;"51141.0"
"Paulding County";"Paulding County";150.3913;"13223.0"
"Pawnee County";"Pawnee County";315.5932;"20145.0"
"Payette County";"Payette County";234.4096;"16075.0"
"Payne County";"Payne County";228.9227;"40119.0"
"Peach County";"Peach County";658.9176;"13225.0"
"Pearl River County";"Pearl River County";52.6583;"28109.0"
"Pecos County";"Pecos County";305.7909;"48371.0"
"Pembina County";"Pembina County";97.4795;"38067.0"
"Pemiscot County";"Pemiscot County";998.7095;"29155.0"
"Pend Oreille County";"Pend Oreille County";147.3325;"53051.0"
"Pender County";"Pender County";224.0937;"37141.0"
"Pendleton County";"Pendleton County";96.0879;"21191.0"
"Pennington County";"Pennington County";486.947;"46103.0"
"Penobscot County";"Penobscot County";90.634;"23019.0"
"Peoria County";"Peoria County";603.941;"17143.0"
"Pepin County";"Pepin County";81.5217;"55091.0"
"Perkins County";"Perkins County";68.4697;"31135.0"
"Perquimans County";"Perquimans County";183.81;"37143.0"
"Perry County";"Perry County";292.2862;"47135.0"
"Pershing County";"Pershing County";1148.7567;"32027.0"
"Person County";"Person County";272.431;"37145.0"
"Petersburg city";"Petersburg city";559.346;"51730.0"
"Petroleum County";"Petroleum County";0.0;"30069.0"
"Pettis County";"Pettis County";281.9571;"29159.0"
"Phelps County";"Phelps County";265.5835;"29161.0"
"Philadelphia County";"Philadelphia County";1150.2963;"42101.0"
"Phillips County";"Phillips County";818.6676;"5107.0"
"Piatt County";"Piatt County";158.2182;"17147.0"
"Pickaway County";"Pickaway County";111.8926;"39129.0"
"Pickens County";"Pickens County";378.0387;"45077.0"
"Pickett County";"Pickett County";98.2318;"47137.0"
"Pierce County";"Pierce County";428.305;"53053.0"
"Pike County";"Pike County";413.9296;"1109.0"
"Pima County";"Pima County";478.1477;"4019.0"
"Pinal County";"Pinal County";196.4813;"4021.0"
"Pine County";"Pine County";202.7213;"27115.0"
"Pinellas County";"Pinellas County";550.6712;"12103.0"
"Pipestone County";"Pipestone County";21.575;"27117.0"
"Piscataquis County";"Piscataquis County";210.2313;"23021.0"
"Pitkin County";"Pitkin County";155.3599;"8097.0"
"Pitt County";"Pitt County";399.3963;"37147.0"
"Pittsburg County";"Pittsburg County";246.0685;"40121.0"
"Pittsylvania County";"Pittsylvania County";49.6588;"51143.0"
"Piute County";"Piute County";0.0;"49031.0"
"Placer County";"Placer County";185.1302;"6061.0"
"Plaquemines Parish";"Plaquemines Parish";165.6051;"22075.0"
"Platte County";"Platte County";100.7395;"29165.0"
"Pleasants County";"Pleasants County";39.5935;"54073.0"
"Plumas County";"Plumas County";572.6709;"6063.0"
"Plymouth County";"Plymouth County";365.002;"25023.0"
"Pocahontas County";"Pocahontas County";276.8485;"54075.0"
"Poinsett County";"Poinsett County";360.323;"5111.0"
"Pointe Coupee Parish";"Pointe Coupee Parish";480.0213;"22077.0"
"Polk County";"Polk County";427.3608;"13233.0"
"Pondera County";"Pondera County";128.8037;"30073.0"
"Pontotoc County";"Pontotoc County";513.266;"40123.0"
"Pope County";"Pope County";254.2088;"5115.0"
"Poquoson city";"Poquoson city";107.4025;"51735.0"
"Portage County";"Portage County";105.1435;"55097.0"
"Porter County";"Porter County";105.0691;"18127.0"
"Portsmouth city";"Portsmouth city";481.264;"51740.0"
"Posey County";"Posey County";39.2372;"18129.0"
"Pottawatomie County";"Pottawatomie County";473.594;"40125.0"
"Pottawattamie County";"Pottawattamie County";873.5226;"19155.0"
"Potter County";"Potter County";592.6303;"48375.0"
"Powder River County";"Powder River County";0.0;"30075.0"
"Powell County";"Powell County";214.5002;"30077.0"
"Power County";"Power County";142.5055;"16077.0"
"Poweshiek County";"Poweshiek County";225.7943;"19157.0"
"Powhatan County";"Powhatan County";53.0804;"51145.0"
"Prairie County";"Prairie County";169.6353;"30079.0"
"Pratt County";"Pratt County";364.4462;"20151.0"
"Preble County";"Preble County";93.4535;"39135.0"
"Prentiss County";"Prentiss County";0.0;"28117.0"
"Presidio County";"Presidio County";13.887;"48377.0"
"Presque Isle County";"Presque Isle County";91.8695;"26141.0"
"Preston County";"Preston County";268.7616;"54077.0"
"Price County";"Price County";79.6986;"55099.0"
"Prince Edward County";"Prince Edward County";127.1818;"51147.0"
"Prince George County";"Prince George County";85.8991;"51149.0"
"Prince George's County";"Prince George's County";555.6798;"24033.0"
"Prince William County";"Prince William County";146.8375;"51153.0"
"Providence County";"Providence County";348.8705;"44007.0"
"Prowers County";"Prowers County";154.5847;"8099.0"
"Pueblo County";"Pueblo County";501.7002;"8101.0"
"Pulaski County";"Pulaski County";959.9166;"5119.0"
"Pushmataha County";"Pushmataha County";204.7539;"40127.0"
"Putnam County";"Putnam County";717.8583;"12107.0"
"Quay County";"Quay County";311.7063;"35037.0"
"Queen Anne's County";"Queen Anne's County";191.6854;"24035.0"
"Queens County";"Queens County";630.3962;"36081.0"
"Quitman County";"Quitman County";549.2184;"13239.0"
"Rabun County";"Rabun County";190.9455;"13241.0"
"Racine County";"Racine County";248.153;"55101.0"
"Radford city";"Radford city";471.3687;"51750.0"
"Rains County";"Rains County";189.7876;"48379.0"
"Raleigh County";"Raleigh County";470.6151;"54081.0"
"Ralls County";"Ralls County";78.4929;"29173.0"
"Ramsey County";"Ramsey County";462.4901;"27123.0"
"Randall County";"Randall County";503.6608;"48381.0"
"Randolph County";"Randolph County";435.1521;"54083.0"
"Rankin County";"Rankin County";83.125;"28121.0"
"Ransom County";"Ransom County";54.3872;"38073.0"
"Rapides Parish";"Rapides Parish";773.792;"22079.0"
"Rappahannock County";"Rappahannock County";80.2354;"51157.0"
"Ravalli County";"Ravalli County";200.8672;"30081.0"
"Rawlins County";"Rawlins County";154.4998;"20153.0"
"Ray County";"Ray County";247.4066;"29177.0"
"Reagan County";"Reagan County";27.7701;"48383.0"
"Real County";"Real County";89.5522;"48385.0"
"Red Lake County";"Red Lake County";0.0;"27125.0"
"Red River County";"Red River County";136.3272;"48387.0"
"Red River Parish";"Red River Parish";742.0733;"22081.0"
"Red Willow County";"Red Willow County";99.9455;"31145.0"
"Redwood County";"Redwood County";190.5488;"27127.0"
"Reeves County";"Reeves County";136.0544;"48389.0"
"Refugio County";"Refugio County";191.6496;"48391.0"
"Reno County";"Reno County";464.2468;"20155.0"
"Rensselaer County";"Rensselaer County";278.8929;"36083.0"
"Renville County";"Renville County";39.5622;"27129.0"
"Republic County";"Republic County";103.7344;"20157.0"
"Reynolds County";"Reynolds County";363.6915;"29179.0"
"Rhea County";"Rhea County";366.0074;"47143.0"
"Rice County";"Rice County";135.2826;"27131.0"
"Rich County";"Rich County";218.5315;"49033.0"
"Richardson County";"Richardson County";49.2308;"31147.0"
"Richland County";"Richland County";911.4453;"45079.0"
"Richland Parish";"Richland Parish";302.0569;"22083.0"
"Richmond city";"Richmond city";644.9835;"51760.0"
"Richmond County";"Richmond County";634.1233;"36085.0"
"Riley County";"Riley County";240.0722;"20161.0"
"Ringgold County";"Ringgold County";59.1483;"19159.0"
"Rio Arriba County";"Rio Arriba County";563.9848;"35039.0"
"Rio Blanco County";"Rio Blanco County";132.2168;"8103.0"
"Rio Grande County";"Rio Grande County";152.5036;"8105.0"
"Ripley County";"Ripley County";320.6956;"29181.0"
"Ritchie County";"Ritchie County";158.8405;"54085.0"
"Riverside County";"Riverside County";304.8628;"6065.0"
"Roane County";"Roane County";248.8359;"47145.0"
"Roanoke city";"Roanoke city";550.4494;"51770.0"
"Roanoke County";"Roanoke County";159.3174;"51161.0"
"Roberts County";"Roberts County";601.6847;"48393.0"
"Robertson County";"Robertson County";394.7583;"47147.0"
"Robeson County";"Robeson County";809.8427;"37155.0"
"Rock County";"Rock County";892.8571;"27133.0"
"Rock Island County";"Rock Island County";374.8523;"17161.0"
"Rockbridge County";"Rockbridge County";89.658;"51163.0"
"Rockcastle County";"Rockcastle County";35.9432;"21203.0"
"Rockdale County";"Rockdale County";357.8044;"13247.0"
"Rockingham County";"Rockingham County";274.2768;"37157.0"
"Rockland County";"Rockland County";155.1871;"36087.0"
"Rockwall County";"Rockwall County";102.0588;"48397.0"
"Roger Mills County";"Roger Mills County";133.5827;"40129.0"
"Rogers County";"Rogers County";179.6864;"40131.0"
"Rolette County";"Rolette County";13.7155;"38079.0"
"Rooks County";"Rooks County";77.0713;"20163.0"
"Roosevelt County";"Roosevelt County";451.0148;"35041.0"
"Roscommon County";"Roscommon County";191.5549;"26143.0"
"Roseau County";"Roseau County";77.3196;"27135.0"
"Rosebud County";"Rosebud County";96.4734;"30087.0"
"Ross County";"Ross County";192.5298;"39141.0"
"Routt County";"Routt County";182.8776;"8107.0"
"Rowan County";"Rowan County";313.0354;"37159.0"
"Runnels County";"Runnels County";213.4058;"48399.0"
"Rush County";"Rush County";219.7112;"20165.0"
"Rusk County";"Rusk County";423.3337;"48401.0"
"Russell County";"Russell County";449.7776;"1113.0"
"Rutherford County";"Rutherford County";444.0823;"47149.0"
"Rutland County";"Rutland County";176.5036;"50021.0"
"Sabine County";"Sabine County";144.7737;"48403.0"
"Sabine Parish";"Sabine Parish";321.8486;"22085.0"
"Sac County";"Sac County";109.2245;"19161.0"
"Sacramento County";"Sacramento County";547.6937;"6067.0"
"Sagadahoc County";"Sagadahoc County";57.1216;"23023.0"
"Saginaw County";"Saginaw County";828.8305;"26145.0"
"Saguache County";"Saguache County";241.6237;"8109.0"
"Salem city";"Salem city";31.6218;"51775.0"
"Salem County";"Salem County";267.0104;"34033.0"
"Saline County";"Saline County";340.8316;"17165.0"
"Salt Lake County";"Salt Lake County";321.935;"49035.0"
"Saluda County";"Saluda County";447.9618;"45081.0"
"Sampson County";"Sampson County";188.6204;"37163.0"
"San Augustine County";"San Augustine County";319.3066;"48405.0"
"San Benito County";"San Benito County";376.7361;"6069.0"
"San Bernardino County";"San Bernardino County";432.4902;"6071.0"
"San Diego County";"San Diego County";368.6724;"6073.0"
"San Francisco County";"San Francisco County";701.4217;"6075.0"
"San Jacinto County";"San Jacinto County";245.7551;"48407.0"
"San Joaquin County";"San Joaquin County";887.1644;"6077.0"
"San Juan County";"San Juan County";675.0828;"35045.0"
"San Luis Obispo County";"San Luis Obispo County";327.7348;"6079.0"
"San Mateo County";"San Mateo County";235.3577;"6081.0"
"San Miguel County";"San Miguel County";469.5;"35047.0"
"San Patricio County";"San Patricio County";343.2269;"48409.0"
"San Saba County";"San Saba County";216.2342;"48411.0"
"Sanborn County";"Sanborn County";0.0;"46111.0"
"Sanders County";"Sanders County";132.0074;"30089.0"
"Sandoval County";"Sandoval County";260.6626;"35043.0"
"Sandusky County";"Sandusky County";184.6983;"39143.0"
"Sangamon County";"Sangamon County";817.9969;"17167.0"
"Sanilac County";"Sanilac County";222.3657;"26151.0"
"Sanpete County";"Sanpete County";81.4534;"49039.0"
"Santa Barbara County";"Santa Barbara County";377.0969;"6083.0"
"Santa Clara County";"Santa Clara County";265.4077;"6085.0"
"Santa Cruz County";"Santa Cruz County";386.387;"6087.0"
"Santa Fe County";"Santa Fe County";355.4398;"35049.0"
"Santa Rosa County";"Santa Rosa County";152.0832;"12113.0"
"Sarasota County";"Sarasota County";316.831;"12115.0"
"Saratoga County";"Saratoga County";68.3448;"36091.0"
"Sargent County";"Sargent County";0.0;"38081.0"
"Sarpy County";"Sarpy County";55.5126;"31153.0"
"Sauk County";"Sauk County";139.3243;"55111.0"
"Saunders County";"Saunders County";33.4464;"31155.0"
"Sawyer County";"Sawyer County";187.7309;"55113.0"
"Schenectady County";"Schenectady County";450.001;"36093.0"
"Schleicher County";"Schleicher County";31.1915;"48413.0"
"Schley County";"Schley County";117.9014;"13249.0"
"Schoharie County";"Schoharie County";59.6659;"36095.0"
"Schoolcraft County";"Schoolcraft County";424.3968;"26153.0"
"Schuyler County";"Schuyler County";113.7595;"36097.0"
"Schuylkill County";"Schuylkill County";204.1928;"42107.0"
"Scioto County";"Scioto County";139.47;"39145.0"
"Scotland County";"Scotland County";496.8772;"37165.0"
"Scott County";"Scott County";1163.1458;"29201.0"
"Scotts Bluff County";"Scotts Bluff County";73.274;"31157.0"
"Screven County";"Screven County";245.7865;"13251.0"
"Scurry County";"Scurry County";364.1198;"48415.0"
"Searcy County";"Searcy County";162.0342;"5129.0"
"Sebastian County";"Sebastian County";612.5238;"5131.0"
"Sedgwick County";"Sedgwick County";615.5338;"20173.0"
"Seminole County";"Seminole County";368.9212;"13253.0"
"Seneca County";"Seneca County";163.8002;"36099.0"
"Sequatchie County";"Sequatchie County";395.0685;"47153.0"
"Sequoyah County";"Sequoyah County";262.0214;"40135.0"
"Sevier County";"Sevier County";333.4402;"47155.0"
"Seward County";"Seward County";333.4758;"20175.0"
"Shackelford County";"Shackelford County";29.6296;"48417.0"
"Shannon County";"Shannon County";385.6816;"29203.0"
"Sharkey County";"Sharkey County";0.0;"28125.0"
"Sharp County";"Sharp County";93.8471;"5135.0"
"Shasta County";"Shasta County";725.2207;"6089.0"
"Shawano County";"Shawano County";88.8505;"55115.0"
"Shawnee County";"Shawnee County";488.1704;"20177.0"
"Sheboygan County";"Sheboygan County";169.6803;"55117.0"
"Shelby County";"Shelby County";1315.0038;"47157.0"
"Shenandoah County";"Shenandoah County";117.1399;"51171.0"
"Sherburne County";"Sherburne County";108.6981;"27141.0"
"Sheridan County";"Sheridan County";490.7306;"30091.0"
"Sherman County";"Sherman County";228.9452;"20181.0"
"Shiawassee County";"Shiawassee County";227.8665;"26155.0"
"Shoshone County";"Shoshone County";260.0473;"16079.0"
"Sibley County";"Sibley County";0.0;"27143.0"
"Sierra County";"Sierra County";557.9258;"6091.0"
"Silver Bow County";"Silver Bow County";257.7991;"30093.0"
"Simpson County";"Simpson County";213.5671;"21213.0"
"Sioux County";"Sioux County";101.3113;"19167.0"
"Siskiyou County";"Siskiyou County";237.4483;"6093.0"
"Sitka City and Borough";"Sitka City and Borough";133.0377;"2220.0"
"Skagit County";"Skagit County";194.3839;"53057.0"
"Skamania County";"Skamania County";115.3096;"53059.0"
"Slope County";"Slope County";0.0;"38087.0"
"Smith County";"Smith County";391.9845;"48423.0"
"Smyth County";"Smyth County";145.3305;"51173.0"
"Snohomish County";"Snohomish County";200.8277;"53061.0"
"Snyder County";"Snyder County";255.8635;"42109.0"
"Socorro County";"Socorro County";739.3085;"35053.0"
"Solano County";"Solano County";434.5697;"6095.0"
"Somerset County";"Somerset County";308.3013;"24039.0"
"Somervell County";"Somervell County";57.7501;"48425.0"
"Sonoma County";"Sonoma County";362.0019;"6097.0"
"Southampton County";"Southampton County";148.9409;"51175.0"
"Southeast Fairbanks Census Area";"Southeast Fairbanks Census Area";0.0;"2240.0"
"Spalding County";"Spalding County";546.7734;"13255.0"
"Spartanburg County";"Spartanburg County";431.3174;"45083.0"
"Spencer County";"Spencer County";56.699;"21215.0"
"Spink County";"Spink County";151.2859;"46115.0"
"Spokane County";"Spokane County";366.5013;"53063.0"
"Spotsylvania County";"Spotsylvania County";208.0912;"51177.0"
"St. Bernard Parish";"St. Bernard Parish";216.1814;"22087.0"
"St. Charles County";"St. Charles County";138.1545;"29183.0"
"St. Charles Parish";"St. Charles Parish";503.6395;"22089.0"
"St. Clair County";"St. Clair County";782.1543;"17163.0"
"St. Croix County";"St. Croix County";68.6605;"55109.0"
"St. Francis County";"St. Francis County";542.92;"5123.0"
"St. Francois County";"St. Francois County";268.8213;"29187.0"
