"CountyName";"StateName";"CrimeRate";"fips"
"East Feliciana Parish";"East Feliciana Parish";20.2758;"22037.0"
"Eastland County";"Eastland County";230.2001;"48133.0"
"Eaton County";"Eaton County";174.4379;"26045.0"
"Eau Claire County";"Eau Claire County";159.7035;"55035.0"
"Echols County";"Echols County";0.0;"13101.0"
"Ector County";"Ector County";781.909;"48135.0"
"Eddy County";"Eddy County";569.667;"35015.0"
"Edgar County";"Edgar County";317.3719;"17045.0"
"Edgecombe County";"Edgecombe County";615.3957;"37065.0"
"Edgefield County";"Edgefield County";192.9187;"45037.0"
"Edmonson County";"Edmonson County";91.1955;"21061.0"
"Edmunds County";"Edmunds County";0.0;"46045.0"
"Edwards County";"Edwards County";239.8082;"17047.0"
"Effingham County";"Effingham County";104.9349;"17049.0"
"El Dorado County";"El Dorado County";244.3091;"6017.0"
"El Paso County";"El Paso County";391.4377;"48141.0"
"Elbert County";"Elbert County";377.5703;"13105.0"
"Elk County";"Elk County";79.418;"42047.0"
"Elkhart County";"Elkhart County";405.8575;"18039.0"
"Elko County";"Elko County";351.2523;"32007.0"
"Elliott County";"Elliott County";39.2824;"21063.0"
"Ellis County";"Ellis County";409.4835;"20051.0"
"Ellsworth County";"Ellsworth County";203.1885;"20053.0"
"Elmore County";"Elmore County";284.2946;"1051.0"
"Emanuel County";"Emanuel County";612.236;"13107.0"
"Emery County";"Emery County";74.4255;"49015.0"
"Emmet County";"Emmet County";170.068;"19063.0"
"Emmons County";"Emmons County";0.0;"38029.0"
"Emporia city";"Emporia city";572.6557;"51595.0"
"Erath County";"Erath County";143.7289;"48143.0"
"Erie County";"Erie County";459.306;"36029.0"
"Escambia County";"Escambia County";798.5168;"12033.0"
"Esmeralda County";"Esmeralda County";240.3846;"32009.0"
"Essex County";"Essex County";659.9837;"34013.0"
"Estill County";"Estill County";27.6091;"21065.0"
"Etowah County";"Etowah County";513.8024;"1055.0"
"Eureka County";"Eureka County";289.0173;"32011.0"
"Evangeline Parish";"Evangeline Parish";41.694;"22039.0"
"Evans County";"Evans County";120.0037;"13109.0"
"Fairbanks North Star Borough";"Fairbanks North Star Borough";182.2056;"2090.0"
"Fairfax city";"Fairfax city";87.5985;"51600.0"
"Fairfax County";"Fairfax County";79.7578;"51059.0"
"Fairfield County";"Fairfield County";675.0617;"45039.0"
"Fall River County";"Fall River County";87.7321;"46047.0"
"Fallon County";"Fallon County";0.0;"30025.0"
"Falls Church city";"Falls Church city";88.8362;"51610.0"
"Falls County";"Falls County";188.6469;"48145.0"
"Fannin County";"Fannin County";357.7441;"13111.0"
"Faribault County";"Faribault County";112.7475;"27043.0"
"Faulk County";"Faulk County";41.9111;"46049.0"
"Faulkner County";"Faulkner County";314.4339;"5045.0"
"Fauquier County";"Fauquier County";81.8367;"51061.0"
"Fayette County";"Fayette County";369.9405;"21067.0"
"Fentress County";"Fentress County";251.2703;"47049.0"
"Fergus County";"Fergus County";252.152;"30027.0"
"Ferry County";"Ferry County";156.9448;"53019.0"
"Fillmore County";"Fillmore County";52.7958;"27045.0"
"Finney County";"Finney County";417.8123;"20055.0"
"Fisher County";"Fisher County";155.6017;"48151.0"
"Flagler County";"Flagler County";257.1131;"12035.0"
"Flathead County";"Flathead County";269.6953;"30029.0"
"Fleming County";"Fleming County";34.4637;"21069.0"
"Florence County";"Florence County";451.8312;"45041.0"
"Floyd County";"Floyd County";356.9155;"13115.0"
"Fluvanna County";"Fluvanna County";65.4425;"51065.0"
"Foard County";"Foard County";156.6171;"48155.0"
"Fond du Lac County";"Fond du Lac County";222.0083;"55039.0"
"Ford County";"Ford County";381.9754;"20057.0"
"Forest County";"Forest County";432.4466;"42053.0"
"Forrest County";"Forrest County";167.4042;"28035.0"
"Forsyth County";"Forsyth County";535.9615;"37067.0"
"Fort Bend County";"Fort Bend County";247.5608;"48157.0"
"Foster County";"Foster County";0.0;"38031.0"
"Fountain County";"Fountain County";23.6967;"18045.0"
"Franklin city";"Franklin city";393.6096;"51620.0"
"Franklin County";"Franklin County";793.2402;"12037.0"
"Franklin Parish";"Franklin Parish";243.0606;"22041.0"
"Frederick County";"Frederick County";256.8256;"24021.0"
"Fredericksburg city";"Fredericksburg city";398.1231;"51630.0"
"Freeborn County";"Freeborn County";116.3242;"27047.0"
"Freestone County";"Freestone County";239.2344;"48161.0"
"Fremont County";"Fremont County";254.0311;"8043.0"
"Fresno County";"Fresno County";534.2981;"6019.0"
"Frio County";"Frio County";127.318;"48163.0"
"Frontier County";"Frontier County";0.0;"31063.0"
"Fulton County";"Fulton County";826.1768;"13121.0"
"Furnas County";"Furnas County";0.0;"31065.0"
"Gadsden County";"Gadsden County";528.2071;"12039.0"
"Gage County";"Gage County";178.3754;"31067.0"
"Gaines County";"Gaines County";110.9878;"48165.0"
"Galax city";"Galax city";511.7271;"51640.0"
"Gallatin County";"Gallatin County";186.8666;"30031.0"
"Gallia County";"Gallia County";94.7062;"39053.0"
"Galveston County";"Galveston County";267.9427;"48167.0"
"Garden County";"Garden County";0.0;"31069.0"
"Garfield County";"Garfield County";310.2837;"53023.0"
"Garland County";"Garland County";388.9969;"5051.0"
"Garrard County";"Garrard County";59.1191;"21079.0"
"Garrett County";"Garrett County";230.8542;"24023.0"
"Garvin County";"Garvin County";259.7498;"40049.0"
"Garza County";"Garza County";0.0;"48169.0"
"Gasconade County";"Gasconade County";147.6411;"29073.0"
"Gaston County";"Gaston County";374.8448;"37071.0"
"Gates County";"Gates County";0.0;"37073.0"
"Geary County";"Geary County";497.5391;"20061.0"
"Geauga County";"Geauga County";36.181;"39055.0"
"Gem County";"Gem County";161.8123;"16045.0"
"Genesee County";"Genesee County";922.7784;"26049.0"
"Geneva County";"Geneva County";318.0305;"1061.0"
"Gentry County";"Gentry County";0.0;"29075.0"
"George County";"George County";51.8157;"28039.0"
"Georgetown County";"Georgetown County";476.5056;"45043.0"
"Gibson County";"Gibson County";515.5994;"47053.0"
"Gila County";"Gila County";245.038;"4007.0"
"Gilchrist County";"Gilchrist County";194.9087;"12041.0"
"Giles County";"Giles County";379.1832;"47055.0"
"Gillespie County";"Gillespie County";78.8737;"48171.0"
"Gilliam County";"Gilliam County";51.3611;"41021.0"
"Gilmer County";"Gilmer County";223.9407;"13123.0"
"Gilpin County";"Gilpin County";357.0791;"8047.0"
"Glacier County";"Glacier County";363.9275;"30035.0"
"Glades County";"Glades County";292.2443;"12043.0"
"Gladwin County";"Gladwin County";223.5908;"26051.0"
"Glascock County";"Glascock County";0.0;"13125.0"
"Glasscock County";"Glasscock County";79.9361;"48173.0"
"Glenn County";"Glenn County";279.1696;"6021.0"
"Gloucester County";"Gloucester County";158.4759;"34015.0"
"Glynn County";"Glynn County";559.4543;"13127.0"
"Gogebic County";"Gogebic County";106.8108;"26053.0"
"Golden Valley County";"Golden Valley County";232.8289;"30037.0"
"Goliad County";"Goliad County";133.9585;"48175.0"
"Gonzales County";"Gonzales County";512.0126;"48177.0"
"Goochland County";"Goochland County";73.985;"51075.0"
"Goodhue County";"Goodhue County";142.0455;"27049.0"
"Gooding County";"Gooding County";185.6764;"16047.0"
"Gordon County";"Gordon County";328.2099;"13129.0"
"Goshen County";"Goshen County";271.819;"56015.0"
"Gosper County";"Gosper County";50.7099;"31073.0"
"Gove County";"Gove County";108.3424;"20063.0"
"Grady County";"Grady County";337.1519;"40051.0"
"Grafton County";"Grafton County";121.6124;"33009.0"
"Graham County";"Graham County";613.6279;"4009.0"
"Grainger County";"Grainger County";167.3861;"47057.0"
"Grand County";"Grand County";277.7778;"49019.0"
"Grand Forks County";"Grand Forks County";226.9475;"38035.0"
"Grand Isle County";"Grand Isle County";42.9369;"50013.0"
"Grand Traverse County";"Grand Traverse County";174.4696;"26055.0"
"Granite County";"Granite County";0.0;"30039.0"
"Grant County";"Grant County";347.7905;"35017.0"
"Grant Parish";"Grant Parish";54.4712;"22043.0"
"Granville County";"Granville County";350.0644;"37077.0"
"Gratiot County";"Gratiot County";140.5833;"26057.0"
"Graves County";"Graves County";138.8481;"21083.0"
"Gray County";"Gray County";481.7081;"48179.0"
"Grays Harbor County";"Grays Harbor County";195.5598;"53027.0"
"Grayson County";"Grayson County";254.1826;"48181.0"
"Greeley County";"Greeley County";77.5194;"20071.0"
"Green County";"Green County";72.7959;"55045.0"
"Green Lake County";"Green Lake County";58.0199;"55047.0"
"Greenbrier County";"Greenbrier County";92.5822;"54025.0"
"Greene County";"Greene County";903.4767;"1063.0"
"Greenlee County";"Greenlee County";607.802;"4011.0"
"Greensville County";"Greensville County";143.0254;"51081.0"
"Greenup County";"Greenup County";46.5511;"21089.0"
"Greenville County";"Greenville County";577.3132;"45045.0"
"Greenwood County";"Greenwood County";1140.2263;"45047.0"
"Greer County";"Greer County";145.8435;"40055.0"
"Gregg County";"Gregg County";492.5868;"48183.0"
"Gregory County";"Gregory County";0.0;"46053.0"
"Grenada County";"Grenada County";439.5706;"28043.0"
"Griggs County";"Griggs County";130.662;"38039.0"
"Grimes County";"Grimes County";376.0378;"48185.0"
"Grundy County";"Grundy County";911.2461;"47061.0"
"Guadalupe County";"Guadalupe County";681.169;"35019.0"
"Guernsey County";"Guernsey County";174.0842;"39059.0"
"Guilford County";"Guilford County";441.7599;"37081.0"
"Gulf County";"Gulf County";435.9088;"12045.0"
"Gunnison County";"Gunnison County";309.5376;"8051.0"
"Guthrie County";"Guthrie County";74.8573;"19077.0"
"Gwinnett County";"Gwinnett County";221.2256;"13135.0"
"Haakon County";"Haakon County";0.0;"46055.0"
"Habersham County";"Habersham County";140.8776;"13137.0"
"Haines Borough";"Haines Borough";154.321;"2100.0"
"Hale County";"Hale County";212.5042;"48189.0"
"Halifax County";"Halifax County";540.6619;"37083.0"
"Hall County";"Hall County";278.3267;"31079.0"
"Hamblen County";"Hamblen County";462.9483;"47063.0"
"Hamilton County";"Hamilton County";658.4966;"47065.0"
"Hamlin County";"Hamlin County";67.1028;"46057.0"
"Hampden County";"Hampden County";583.3274;"25013.0"
"Hampshire County";"Hampshire County";460.6526;"54027.0"
"Hampton city";"Hampton city";251.6478;"51650.0"
"Hampton County";"Hampton County";622.305;"45049.0"
"Hancock County";"Hancock County";284.4737;"47067.0"
"Hand County";"Hand County";117.9593;"46059.0"
"Hanover County";"Hanover County";111.5168;"51085.0"
"Hansford County";"Hansford County";342.0342;"48195.0"
"Hanson County";"Hanson County";58.7372;"46061.0"
"Haralson County";"Haralson County";582.5583;"13143.0"
"Hardee County";"Hardee County";276.1728;"12049.0"
"Hardeman County";"Hardeman County";562.6093;"47069.0"
"Hardin County";"Hardin County";480.1414;"47071.0"
"Harding County";"Harding County";79.2393;"46063.0"
"Hardy County";"Hardy County";308.908;"54031.0"
"Harford County";"Harford County";279.2769;"24025.0"
"Harlan County";"Harlan County";80.7046;"21095.0"
"Harmon County";"Harmon County";313.6982;"40057.0"
"Harnett County";"Harnett County";254.4265;"37085.0"
"Harney County";"Harney County";55.9754;"41025.0"
"Harper County";"Harper County";170.6485;"20077.0"
"Harris County";"Harris County";696.1038;"48201.0"
"Harrison County";"Harrison County";348.3539;"48203.0"
"Harrisonburg city";"Harrisonburg city";217.92;"51660.0"
"Hart County";"Hart County";373.3396;"13147.0"
"Hartford County";"Hartford County";305.5867;"9003.0"
"Hartley County";"Hartley County";262.2951;"48205.0"
"Harvey County";"Harvey County";391.4683;"20079.0"
"Haskell County";"Haskell County";245.1732;"40061.0"
"Hawaii County";"Hawaii County";220.6256;"15001.0"
"Hawkins County";"Hawkins County";241.1972;"47073.0"
"Hayes County";"Hayes County";0.0;"31085.0"
"Hays County";"Hays County";201.6748;"48209.0"
"Haywood County";"Haywood County";812.1159;"47075.0"
"Heard County";"Heard County";250.9085;"13149.0"
"Hemphill County";"Hemphill County";432.9004;"48211.0"
"Hempstead County";"Hempstead County";649.6396;"5057.0"
"Henderson County";"Henderson County";634.6264;"47077.0"
"Hendricks County";"Hendricks County";98.129;"18063.0"
"Hendry County";"Hendry County";621.8142;"12051.0"
"Hennepin County";"Hennepin County";410.0843;"27053.0"
"Henrico County";"Henrico County";177.0184;"51087.0"
"Henry County";"Henry County";394.3968;"29083.0"
"Herkimer County";"Herkimer County";194.7617;"36043.0"
"Hernando County";"Hernando County";295.2288;"12053.0"
"Hertford County";"Hertford County";302.8939;"37091.0"
"Hettinger County";"Hettinger County";187.9699;"38041.0"
"Hickman County";"Hickman County";239.0077;"47081.0"
"Hickory County";"Hickory County";10.7469;"29085.0"
"Hidalgo County";"Hidalgo County";408.251;"35023.0"
"Highland County";"Highland County";129.3332;"39071.0"
"Highlands County";"Highlands County";271.4719;"12055.0"
"Hill County";"Hill County";525.1086;"30041.0"
"Hillsborough County";"Hillsborough County";353.8307;"12057.0"
"Hillsdale County";"Hillsdale County";190.8852;"26059.0"
"Hinds County";"Hinds County";721.5219;"28049.0"
"Hinsdale County";"Hinsdale County";0.0;"8053.0"
"Hitchcock County";"Hitchcock County";69.6379;"31087.0"
"Hocking County";"Hocking County";69.7715;"39073.0"
"Hockley County";"Hockley County";424.9894;"48219.0"
"Hodgeman County";"Hodgeman County";102.5641;"20083.0"
"Hoke County";"Hoke County";105.218;"37093.0"
"Holmes County";"Holmes County";243.4447;"12059.0"
"Holt County";"Holt County";131.3485;"29087.0"
"Honolulu County";"Honolulu County";237.5362;"15003.0"
"Hood County";"Hood County";128.5323;"48221.0"
"Hood River County";"Hood River County";119.0739;"41027.0"
"Hooker County";"Hooker County";0.0;"31091.0"
"Hopewell city";"Hopewell city";415.1063;"51670.0"
"Hopkins County";"Hopkins County";174.3287;"48223.0"
"Horry County";"Horry County";617.642;"45051.0"
"Hot Spring County";"Hot Spring County";65.6716;"5059.0"
"Hot Springs County";"Hot Springs County";144.4192;"56017.0"
"Houghton County";"Houghton County";66.2526;"26061.0"
"Houston County";"Houston County";401.281;"1069.0"
"Howard County";"Howard County";533.9309;"48227.0"
"Howell County";"Howell County";321.8379;"29091.0"
"Hubbard County";"Hubbard County";91.9741;"27057.0"
"Hudson County";"Hudson County";441.3266;"34017.0"
"Hudspeth County";"Hudspeth County";60.2773;"48229.0"
"Huerfano County";"Huerfano County";414.174;"8055.0"
"Hughes County";"Hughes County";342.7005;"46065.0"
"Humboldt County";"Humboldt County";289.2344;"6023.0"
"Humphreys County";"Humphreys County";202.8175;"47085.0"
"Hunt County";"Hunt County";451.475;"48231.0"
"Hunterdon County";"Hunterdon County";36.4356;"34019.0"
"Huntingdon County";"Huntingdon County";170.7007;"42061.0"
"Huntington County";"Huntington County";127.7486;"18069.0"
"Huron County";"Huron County";124.1311;"26063.0"
"Hutchinson County";"Hutchinson County";646.2258;"48233.0"
"Hyde County";"Hyde County";0.0;"37095.0"
"Iberia Parish";"Iberia Parish";124.5296;"22045.0"
"Iberville Parish";"Iberville Parish";974.0162;"22047.0"
"Ida County";"Ida County";126.0328;"19093.0"
"Idaho County";"Idaho County";136.5103;"16049.0"
"Imperial County";"Imperial County";278.6209;"6025.0"
"Independence County";"Independence County";562.2077;"5063.0"
"Indian River County";"Indian River County";308.4637;"12061.0"
"Indiana County";"Indiana County";330.5032;"42063.0"
"Ingham County";"Ingham County";485.4128;"26065.0"
"Inyo County";"Inyo County";449.4504;"6027.0"
"Ionia County";"Ionia County";132.6612;"26067.0"
"Iosco County";"Iosco County";208.4235;"26069.0"
"Iowa County";"Iowa County";172.6388;"55049.0"
"Iredell County";"Iredell County";288.724;"37097.0"
"Irion County";"Irion County";124.0695;"48235.0"
"Iron County";"Iron County";454.3697;"29093.0"
"Iroquois County";"Iroquois County";69.0084;"17075.0"
"Irwin County";"Irwin County";381.8818;"13155.0"
"Isabella County";"Isabella County";214.379;"26073.0"
"Isanti County";"Isanti County";49.733;"27059.0"
"Island County";"Island County";142.1302;"53029.0"
"Isle of Wight County";"Isle of Wight County";137.4243;"51093.0"
"Issaquena County";"Issaquena County";0.0;"28055.0"
"Itasca County";"Itasca County";234.8345;"27061.0"
"Itawamba County";"Itawamba County";132.2864;"28057.0"
"Izard County";"Izard County";201.9749;"5065.0"
"Jack County";"Jack County";301.4402;"48237.0"
"Jackson County";"Jackson County";1026.6237;"29095.0"
"Jackson Parish";"Jackson Parish";0.0;"22049.0"
"James City County";"James City County";99.2683;"51095.0"
"Jasper County";"Jasper County";416.6738;"29097.0"
"Jay County";"Jay County";150.0234;"18075.0"
"Jeff Davis County";"Jeff Davis County";539.856;"13161.0"
"Jefferson County";"Jefferson County";959.1343;"5069.0"
"Jefferson Davis County";"Jefferson Davis County";644.4593;"28065.0"
"Jefferson Davis Parish";"Jefferson Davis Parish";143.7654;"22053.0"
"Jefferson Parish";"Jefferson Parish";440.2358;"22051.0"
"Jenkins County";"Jenkins County";0.0;"13165.0"
"Jennings County";"Jennings County";385.9637;"18079.0"
"Jerauld County";"Jerauld County";0.0;"46073.0"
"Jerome County";"Jerome County";288.7092;"16053.0"
"Jersey County";"Jersey County";172.2539;"17083.0"
"Jessamine County";"Jessamine County";163.4345;"21113.0"
"Jewell County";"Jewell County";0.0;"20089.0"
"Jim Hogg County";"Jim Hogg County";38.1316;"48247.0"
"Jim Wells County";"Jim Wells County";695.7774;"48249.0"
"Jo Daviess County";"Jo Daviess County";142.8125;"17085.0"
"Johnson County";"Johnson County";495.077;"47091.0"
"Johnston County";"Johnston County";179.2467;"37101.0"
"Jones County";"Jones County";231.633;"48253.0"
"Josephine County";"Josephine County";272.4894;"41033.0"
"Juab County";"Juab County";57.9822;"49023.0"
"Judith Basin County";"Judith Basin County";148.8095;"30045.0"
"Juneau City and Borough";"Juneau City and Borough";352.1127;"2110.0"
"Juneau County";"Juneau County";192.1121;"55057.0"
"Juniata County";"Juniata County";68.637;"42067.0"
"Kalamazoo County";"Kalamazoo County";375.8886;"26077.0"
"Kalawao County";"Kalawao County";0.0;"15005.0"
"Kalkaska County";"Kalkaska County";255.8735;"26079.0"
"Kanabec County";"Kanabec County";250.0625;"27065.0"
"Kanawha County";"Kanawha County";455.3653;"54039.0"
"Kandiyohi County";"Kandiyohi County";172.1292;"27067.0"
"Kane County";"Kane County";234.1598;"49025.0"
"Kankakee County";"Kankakee County";308.5979;"17091.0"
"Karnes County";"Karnes County";165.7715;"48255.0"
"Kauai County";"Kauai County";302.1061;"15007.0"
"Kaufman County";"Kaufman County";228.4283;"48257.0"
"Kay County";"Kay County";368.1546;"40071.0"
"Kearney County";"Kearney County";91.631;"31099.0"
"Kearny County";"Kearny County";305.8884;"20093.0"
"Keith County";"Keith County";86.1009;"31101.0"
"Kemper County";"Kemper County";38.8576;"28069.0"
"Kenai Peninsula Borough";"Kenai Peninsula Borough";167.9878;"2122.0"
"Kendall County";"Kendall County";123.1692;"17093.0"
"Kenedy County";"Kenedy County";1456.3107;"48261.0"
"Kennebec County";"Kennebec County";168.3668;"23011.0"
"Kenosha County";"Kenosha County";199.0975;"55059.0"
"Kent County";"Kent County";534.188;"10001.0"
"Kenton County";"Kenton County";198.5963;"21117.0"
"Keokuk County";"Keokuk County";48.4074;"19107.0"
"Kern County";"Kern County";575.8433;"6029.0"
"Kerr County";"Kerr County";150.1411;"48265.0"
"Kershaw County";"Kershaw County";571.0538;"45055.0"
"Ketchikan Gateway Borough";"Ketchikan Gateway Borough";211.2317;"2130.0"
"Kewaunee County";"Kewaunee County";43.8917;"55061.0"
"Keweenaw County";"Keweenaw County";228.2063;"26083.0"
"Keya Paha County";"Keya Paha County";0.0;"31103.0"
"Kidder County";"Kidder County";0.0;"38043.0"
"Kimball County";"Kimball County";81.0373;"31105.0"
"Kimble County";"Kimble County";178.5316;"48267.0"
"King and Queen County";"King and Queen County";98.1767;"51097.0"
"King County";"King County";337.2058;"53033.0"
"King George County";"King George County";92.2731;"51099.0"
"King William County";"King William County";86.9727;"51101.0"
"Kingfisher County";"Kingfisher County";45.8235;"40073.0"
"Kingman County";"Kingman County";216.7262;"20095.0"
"Kings County";"Kings County";630.2493;"36047.0"
"Kingsbury County";"Kingsbury County";0.0;"46077.0"
"Kinney County";"Kinney County";0.0;"48271.0"
"Kiowa County";"Kiowa County";203.4043;"40075.0"
"Kit Carson County";"Kit Carson County";286.1764;"8063.0"
"Kitsap County";"Kitsap County";268.9315;"53035.0"
"Kittitas County";"Kittitas County";112.5344;"53037.0"
"Kittson County";"Kittson County";44.4148;"27069.0"
"Klamath County";"Klamath County";227.5831;"41035.0"
"Kleberg County";"Kleberg County";492.1965;"48273.0"
"Klickitat County";"Klickitat County";115.0196;"53039.0"
"Knott County";"Knott County";18.7782;"21119.0"
"Knox County";"Knox County";522.4663;"47093.0"
"Kodiak Island Borough";"Kodiak Island Borough";856.0311;"2150.0"
"Koochiching County";"Koochiching County";189.3079;"27071.0"
"Kootenai County";"Kootenai County";295.2899;"16055.0"
"Kosciusko County";"Kosciusko County";174.4417;"18085.0"
"Kossuth County";"Kossuth County";84.8509;"19109.0"
"La Crosse County";"La Crosse County";170.5037;"55063.0"
"La Paz County";"La Paz County";398.5436;"4012.0"
"La Plata County";"La Plata County";182.0434;"8067.0"
"La Salle County";"La Salle County";176.4147;"48283.0"
"La Salle Parish";"La Salle Parish";419.571;"22059.0"
"Labette County";"Labette County";334.672;"20099.0"
"Lac qui Parle County";"Lac qui Parle County";28.4616;"27073.0"
"Lackawanna County";"Lackawanna County";231.8505;"42069.0"
"Laclede County";"Laclede County";434.5754;"29105.0"
"Lafayette County";"Lafayette County";305.1537;"12067.0"
"Lafayette Parish";"Lafayette Parish";554.9178;"22055.0"
"Lafourche Parish";"Lafourche Parish";185.2977;"22057.0"
"LaGrange County";"LaGrange County";68.4283;"18087.0"
"Lake and Peninsula Borough";"Lake and Peninsula Borough";0.0;"2164.0"
"Lake County";"Lake County";588.788;"6033.0"
"Lake of the Woods County";"Lake of the Woods County";50.9035;"27077.0"
"Lamar County";"Lamar County";362.1576;"48277.0"
"Lamb County";"Lamb County";283.1216;"48279.0"
"Lamoille County";"Lamoille County";79.7862;"50015.0"
"LaMoure County";"LaMoure County";48.0077;"38045.0"
"Lampasas County";"Lampasas County";182.969;"48281.0"
"Lancaster County";"Lancaster County";504.6111;"45057.0"
"Lander County";"Lander County";663.13;"32015.0"
"Lane County";"Lane County";236.3761;"41039.0"
"Langlade County";"Langlade County";163.4738;"55067.0"
"Lanier County";"Lanier County";336.2798;"13173.0"
"Lapeer County";"Lapeer County";158.3908;"26087.0"
"LaPorte County";"LaPorte County";164.4486;"18091.0"
"Laramie County";"Laramie County";236.9297;"56021.0"
"Larimer County";"Larimer County";225.6415;"8069.0"
"Larue County";"Larue County";49.7725;"21123.0"
"Las Animas County";"Las Animas County";124.602;"8071.0"
"LaSalle County";"LaSalle County";103.4025;"17099.0"
"Lassen County";"Lassen County";410.4095;"6035.0"
"Latah County";"Latah County";149.6927;"16057.0"
"Latimer County";"Latimer County";139.2111;"40077.0"
"Lauderdale County";"Lauderdale County";626.0119;"47097.0"
"Laurel County";"Laurel County";88.9814;"21125.0"
"Laurens County";"Laurens County";724.758;"45059.0"
"Lavaca County";"Lavaca County";168.5307;"48285.0"
"Lawrence County";"Lawrence County";508.2109;"42073.0"
"Le Flore County";"Le Flore County";261.1805;"40079.0"
"Le Sueur County";"Le Sueur County";43.1499;"27079.0"
"Lea County";"Lea County";501.0138;"35025.0"
"Leake County";"Leake County";51.3062;"28079.0"
"Leavenworth County";"Leavenworth County";443.8191;"20103.0"
"Lebanon County";"Lebanon County";215.5204;"42075.0"
"Lee County";"Lee County";730.3646;"45061.0"
"Leelanau County";"Leelanau County";22.9917;"26089.0"
"Leflore County";"Leflore County";661.2459;"28083.0"
"Lehigh County";"Lehigh County";259.651;"42077.0"
"Lemhi County";"Lemhi County";142.6349;"16059.0"
"Lenawee County";"Lenawee County";205.67;"26091.0"
"Lenoir County";"Lenoir County";650.1001;"37107.0"
"Leon County";"Leon County";664.1949;"12073.0"
"Leslie County";"Leslie County";18.1505;"21131.0"
"Letcher County";"Letcher County";38.1049;"21133.0"
"Levy County";"Levy County";282.5144;"12075.0"
"Lewis and Clark County";"Lewis and Clark County";292.3261;"30049.0"
"Lewis County";"Lewis County";334.4202;"47101.0"
"Lexington city";"Lexington city";13.947;"51678.0"
"Lexington County";"Lexington County";349.9518;"45063.0"
"Liberty County";"Liberty County";449.894;"48291.0"
"Licking County";"Licking County";318.931;"39089.0"
"Limestone County";"Limestone County";351.5391;"48293.0"
"Lincoln County";"Lincoln County";528.7815;"54043.0"
"Lincoln Parish";"Lincoln Parish";324.7986;"22061.0"
"Linn County";"Linn County";262.7154;"20107.0"
"Lipscomb County";"Lipscomb County";0.0;"48295.0"
"Litchfield County";"Litchfield County";66.8721;"9005.0"
"Little River County";"Little River County";314.2184;"5081.0"
"Live Oak County";"Live Oak County";219.095;"48297.0"
"Livingston County";"Livingston County";227.8322;"17105.0"
"Livingston Parish";"Livingston Parish";381.1925;"22063.0"
"Llano County";"Llano County";46.2868;"48299.0"
"Logan County";"Logan County";397.3657;"54045.0"
"Long County";"Long County";156.4004;"13183.0"
"Lonoke County";"Lonoke County";312.3542;"5085.0"
"Lorain County";"Lorain County";137.0419;"39093.0"
"Los Alamos County";"Los Alamos County";337.1165;"35028.0"
"Los Angeles County";"Los Angeles County";444.8008;"6037.0"
"Loudon County";"Loudon County";231.922;"47105.0"
"Loudoun County";"Loudoun County";84.3631;"51107.0"
"Louisa County";"Louisa County";141.8188;"19115.0"
"Loup County";"Loup County";0.0;"31115.0"
"Love County";"Love County";133.4428;"40085.0"
"Loving County";"Loving County";0.0;"48301.0"
"Lowndes County";"Lowndes County";597.9632;"1085.0"
"Lubbock County";"Lubbock County";740.6921;"48303.0"
"Lucas County";"Lucas County";810.9663;"39095.0"
"Luce County";"Luce County";276.8379;"26095.0"
"Lumpkin County";"Lumpkin County";261.9833;"13187.0"
"Luna County";"Luna County";588.0206;"35029.0"
"Lunenburg County";"Lunenburg County";199.5689;"51111.0"
"Luzerne County";"Luzerne County";281.1595;"42079.0"
"Lycoming County";"Lycoming County";181.5784;"42081.0"
"Lyman County";"Lyman County";0.0;"46085.0"
"Lynchburg city";"Lynchburg city";344.8099;"51680.0"
"Lynn County";"Lynn County";104.8401;"48305.0"
"Lyon County";"Lyon County";296.7589;"32019.0"
"Mackinac County";"Mackinac County";244.1009;"26097.0"
"Macomb County";"Macomb County";290.7218;"26099.0"
"Macon County";"Macon County";919.3417;"1087.0"
"Macoupin County";"Macoupin County";179.1809;"17117.0"
"Madera County";"Madera County";612.9051;"6039.0"
"Madison County";"Madison County";1138.4238;"47113.0"
"Madison Parish";"Madison Parish";435.9856;"22065.0"
"Magoffin County";"Magoffin County";46.332;"21153.0"
"Mahaska County";"Mahaska County";196.2796;"19123.0"
"Mahnomen County";"Mahnomen County";307.303;"27087.0"
"Mahoning County";"Mahoning County";364.3065;"39099.0"
"Major County";"Major County";117.1417;"40093.0"
"Malheur County";"Malheur County";272.3186;"41045.0"
"Manassas city";"Manassas city";330.8956;"51683.0"
"Manassas Park city";"Manassas Park city";130.039;"51685.0"
"Manatee County";"Manatee County";585.7834;"12081.0"
"Manistee County";"Manistee County";237.2188;"26101.0"
"Manitowoc County";"Manitowoc County";136.3851;"55071.0"
"Marathon County";"Marathon County";121.8468;"55073.0"
"Marengo County";"Marengo County";461.424;"1091.0"
"Maricopa County";"Maricopa County";410.2098;"4013.0"
"Maries County";"Maries County";243.9565;"29125.0"
"Marin County";"Marin County";189.6542;"6041.0"
"Marinette County";"Marinette County";52.8719;"55075.0"
"Marion County";"Marion County";1083.5081;"18097.0"
"Mariposa County";"Mariposa County";399.8874;"6043.0"
"Marlboro County";"Marlboro County";1253.4371;"45069.0"
"Marquette County";"Marquette County";163.9586;"26103.0"
"Marshall County";"Marshall County";365.9072;"19127.0"
"Martin County";"Martin County";519.0092;"37117.0"
