"Latitude";"Longitude";"Elevation";"Population";"State";"County";"fips"
0.0;0.0;0.0;"RURAL";"Alabama";"Baldwin";"1003.0"
13.33333;144.83333;99.99999;"SUBURBAN";"Guam";"Guam";"66010.0"
13.33371;144.83217;6.0;"URBAN AND CENTER CITY";"Guam";"Guam";"66010.0"
13.33371;144.84967;99.99999;"SUBURBAN";"Guam";"Guam";"66010.0"
13.35316;144.75578;99.99999;"SUBURBAN";"Guam";"Guam";"66010.0"
13.40093;144.83217;66.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.42121;144.83217;17.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.43917;144.78722;99.99999;"SUBURBAN";"Guam";"Guam";"66010.0"
13.44065;144.83217;9.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.44343;144.83217;8.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.46065;144.83217;64.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.46093;144.83217;64.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.46167;144.83333;18.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.46259;144.83078;99.99999;"RURAL";"Guam";"Guam";"66010.0"
13.46259;144.83217;6.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.46343;144.83217;7.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.46389;144.83333;5.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.47611;144.83333;7.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.4837;144.76995;10.0;"URBAN AND CENTER CITY";"Guam";"Guam";"66010.0"
13.49898;144.77245;27.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.50314;144.80522;51.0;"SUBURBAN";"Guam";"Guam";"66010.0"
13.50342;144.87161;99.99999;"RURAL";"Guam";"Guam";"66010.0"
17.70497;-64.78015;6.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.70831;-64.79348;29.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.71247;-64.78487;15.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.71457;-64.77498;7.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.71609;-64.78292;3.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.7172;-64.77459;6.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.71846;-64.76609;7.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.71874;-64.78276;11.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.72053;-64.77626;52.0;"SUBURBAN";"Virgin Islands";"St Croix";"78010.0"
17.72528;-64.78028;7.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.73247;-64.78292;61.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.73386;-64.76626;1.0;"URBAN AND CENTER CITY";"Virgin Islands";"St Croix";"78010.0"
17.7397;-64.75153;85.0;"RURAL";"Virgin Islands";"St Croix";"78010.0"
17.75207;-64.71609;6.0;"SUBURBAN";"Virgin Islands";"St Croix";"78010.0"
17.95301;-66.26146;59.0;"RURAL";"Puerto Rico";"Salinas";"72123.0"
17.95789;-66.16502;5.0;"RURAL";"Puerto Rico";"Guayama";"72057.0"
17.959;-66.16668;57.0;"URBAN AND CENTER CITY";"Puerto Rico";"Guayama";"72057.0"
17.96376;-66.25421;0.01;"RURAL";"Puerto Rico";"Salinas";"72123.0"
17.96731;-66.18615;0.0;"RURAL";"Puerto Rico";"Guayama";"72057.0"
17.96764;-66.18747;0.0;"RURAL";"Puerto Rico";"Guayama";"72057.0"
17.97163;-66.90601;9.0;"URBAN AND CENTER CITY";"Puerto Rico";"Guanica";"72055.0"
17.98444;-66.28963;60.0;"URBAN AND CENTER CITY";"Puerto Rico";"Salinas";"72123.0"
18.00608;-66.77073;5.0;"SUBURBAN";"Puerto Rico";"Guayanilla";"72059.0"
18.00635;-66.77073;5.0;"SUBURBAN";"Puerto Rico";"Guayanilla";"72059.0"
18.00691;-66.75684;85.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.00802;-66.76129;96.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.009;-66.6328;21.0;"SUBURBAN";"Puerto Rico";"Ponce";"72113.0"
18.00941;-66.75351;90.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.00956;-66.62725;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Ponce";"72113.0"
18.01135;-66.60628;17.0;"URBAN AND CENTER CITY";"Puerto Rico";"Ponce";"72113.0"
18.01428;-66.61169;24.0;"URBAN AND CENTER CITY";"Puerto Rico";"Ponce";"72113.0"
18.0158;-66.78851;6.0;"SUBURBAN";"Puerto Rico";"Guayanilla";"72059.0"
18.01691;-66.77629;20.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.0183;-66.77601;0.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.01858;-66.76629;50.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.01885;-66.76656;26.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.02024;-66.77906;75.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.02123;-66.76614;50.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.02585;-66.76965;55.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.04456;-66.79725;7.4;"URBAN AND CENTER CITY";"Puerto Rico";"Guayanilla";"72059.0"
18.04511;-66.80225;0.0;"RURAL";"Puerto Rico";"Guayanilla";"72059.0"
18.04691;-65.87877;99.99999;"URBAN AND CENTER CITY";"Puerto Rico";"Yabucoa";"72151.0"
18.05024;-65.87461;50.0;"RURAL";"Puerto Rico";"Yabucoa";"72151.0"
18.0508;-65.87461;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Yabucoa";"72151.0"
18.05135;-65.88933;15.0;"SUBURBAN";"Puerto Rico";"Yabucoa";"72151.0"
18.05761;-66.71559;13.0;"URBAN AND CENTER CITY";"Puerto Rico";"Penuelas";"72111.0"
18.06011;-66.72308;65.0;"SUBURBAN";"Puerto Rico";"Penuelas";"72111.0"
18.09774;-65.47599;0.0;"RURAL";"Puerto Rico";"Vieques";"72147.0"
18.15024;-65.4421;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Vieques";"72147.0"
18.15344;-65.82862;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Humacao";"72069.0"
18.15344;-65.43556;0.0;"SUBURBAN";"Puerto Rico";"Vieques";"72147.0"
18.17538;-66.72599;99.99999;"RURAL";"Puerto Rico";"Adjuntas";"72001.0"
18.17794;-65.91548;99.99999;"URBAN AND CENTER CITY";"Puerto Rico";"Juncos";"72077.0"
18.19871;-66.05224;8.3;"URBAN AND CENTER CITY";"Puerto Rico";"Caguas";"72025.0"
18.2001;-67.14588;20.82;"URBAN AND CENTER CITY";"Puerto Rico";"Mayagnez";"72097.0"
18.20773;-67.14601;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Mayagnez";"72097.0"
18.21094;-67.13893;21.0;"URBAN AND CENTER CITY";"Puerto Rico";"Mayagnez";"72097.0"
18.22788;-66.05196;81.0;"URBAN AND CENTER CITY";"Puerto Rico";"Caguas";"72025.0"
18.23333;-66.03647;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Caguas";"72025.0"
18.26051;-66.85406;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Lares";"72081.0"
18.27329;-65.77822;99.99999;"RURAL";"Puerto Rico";"Rio Grande";"72119.0"
18.2744;-65.77822;0.0;"RURAL";"Puerto Rico";"Fajardo";"72053.0"
18.29384;-65.791;99.99999;"SUBURBAN";"Puerto Rico";"Guayama";"72057.0"
18.30079;-65.64433;10.0;"SUBURBAN";"Puerto Rico";"Fajardo";"72053.0"
18.3344;-64.79597;80.0;"RURAL";"Virgin Islands";"St John";"78020.0"
18.33662;-64.97015;15.0;"SUBURBAN";"Virgin Islands";"St Thomas";"78030.0"
18.33695;-64.79562;51.0;"RURAL";"Virgin Islands";"St John";"78020.0"
18.33926;-64.97082;80.0;"SUBURBAN";"Virgin Islands";"St Thomas";"78030.0"
18.34065;-64.97276;1.0;"SUBURBAN";"Virgin Islands";"St Thomas";"78030.0"
18.34162;-64.93098;1.0;"URBAN AND CENTER CITY";"Virgin Islands";"St Thomas";"78030.0"
18.34329;-64.92292;0.0;"URBAN AND CENTER CITY";"Virgin Islands";"St Thomas";"78030.0"
18.34381;-64.93139;3.0;"URBAN AND CENTER CITY";"Virgin Islands";"St Thomas";"78030.0"
18.34412;-64.97293;61.0;"SUBURBAN";"Virgin Islands";"St Thomas";"78030.0"
18.35176;-64.91609;2.0;"URBAN AND CENTER CITY";"Virgin Islands";"St Thomas";"78030.0"
18.3619;-66.10517;0.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.36315;-65.85501;0.0;"RURAL";"Puerto Rico";"Rio Grande";"72119.0"
18.36884;-66.16211;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Bayamon";"72021.0"
18.36995;-65.71377;5.0;"RURAL";"Puerto Rico";"Luquillo";"72089.0"
18.38398;-65.61889;67.0;"RURAL";"Puerto Rico";"Fajardo";"72053.0"
18.38578;-66.54934;99.99999;"RURAL";"Puerto Rico";"Florida";"72054.0"
18.39467;-66.02572;12.0;"SUBURBAN";"Puerto Rico";"San Juan";"72127.0"
18.39982;-66.17113;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Bayamon";"72021.0"
18.39995;-66.046;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.40061;-66.1578;10.0;"URBAN AND CENTER CITY";"Puerto Rico";"Bayamon";"72021.0"
18.40121;-66.17334;31.0;"SUBURBAN";"Puerto Rico";"Bayamon";"72021.0"
18.40161;-65.96628;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Carolina";"72031.0"
18.40189;-66.05239;6.0;"SUBURBAN";"Puerto Rico";"San Juan";"72127.0"
18.40217;-66.16489;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Bayamon";"72021.0"
18.40412;-66.17406;13.0;"SUBURBAN";"Puerto Rico";"Toa Baja";"72137.0"
18.40495;-66.05378;23.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.40606;-66.07267;5.0;"SUBURBAN";"Puerto Rico";"San Juan";"72127.0"
18.41148;-66.12862;24.0;"SUBURBAN";"Puerto Rico";"Bayamon";"72021.0"
18.4137;-66.13224;15.0;"SUBURBAN";"Puerto Rico";"Bayamon";"72021.0"
18.41676;-66.05501;18.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.41689;-66.08711;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.41732;-66.15029;24.0;"SUBURBAN";"Puerto Rico";"Bayamon";"72021.0"
18.42009;-66.15062;70.0;"SUBURBAN";"Puerto Rico";"Bayamon";"72021.0"
18.4205;-66.17072;20.0;"RURAL";"Puerto Rico";"Toa Baja";"72137.0"
18.4205;-66.05628;20.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.42078;-66.06933;6.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.42134;-66.05933;5.0;"SUBURBAN";"Puerto Rico";"San Juan";"72127.0"
18.4226;-66.12001;8.4;"URBAN AND CENTER CITY";"Puerto Rico";"Guaynabo";"72061.0"
18.4255;-66.17239;14.0;"SUBURBAN";"Puerto Rico";"Toa Baja";"72137.0"
18.42565;-66.11585;8.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.42625;-66.13083;2.0;"SUBURBAN";"Puerto Rico";"Catano";"72033.0"
18.42745;-66.1085;1.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.43078;-66.59184;0.0;"RURAL";"Puerto Rico";"Barceloneta";"72017.0"
18.43078;-66.48628;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Manati";"72091.0"
18.43121;-66.14168;0.0;"SUBURBAN";"Puerto Rico";"Catano";"72033.0"
18.43204;-66.14363;3.0;"SUBURBAN";"Puerto Rico";"Catano";"72033.0"
18.43217;-66.9599;15.0;"URBAN AND CENTER CITY";"Puerto Rico";"Aguadilla";"72005.0"
18.43245;-66.12128;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Guaynabo";"72061.0"
18.433;-66.11517;7.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.43328;-66.11767;2.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.43343;-66.58141;99.99999;"RURAL";"Puerto Rico";"Barceloneta";"72017.0"
18.43411;-66.16128;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Catano";"72033.0"
18.43439;-66.11683;0.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.4355;-66.17322;2.0;"SUBURBAN";"Puerto Rico";"Toa Baja";"72137.0"
18.4355;-66.11322;2.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.43676;-66.58002;0.0;"RURAL";"Puerto Rico";"Barceloneta";"72017.0"
18.43884;-66.49739;0.0;"SUBURBAN";"Puerto Rico";"Manati";"72091.0"
18.4401;-66.11446;3.0;"SUBURBAN";"Puerto Rico";"Guaynabo";"72061.0"
18.44077;-66.12653;5.02;"URBAN AND CENTER CITY";"Puerto Rico";"Catano";"72033.0"
18.44272;-66.11572;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"Catano";"72033.0"
18.44356;-66.11628;5.0;"URBAN AND CENTER CITY";"Puerto Rico";"Catano";"72033.0"
18.44522;-66.06711;15.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.44717;-66.18128;9.0;"SUBURBAN";"Puerto Rico";"Toa Baja";"72137.0"
18.44981;-66.05251;1.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.44986;-66.07343;4.74;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
18.45053;-66.1485;3.37;"URBAN AND CENTER CITY";"Puerto Rico";"Catano";"72033.0"
18.45339;-66.69499;60.0;"SUBURBAN";"Puerto Rico";"Arecibo";"72013.0"
18.45356;-66.13989;0.0;"SUBURBAN";"Puerto Rico";"Catano";"72033.0"
18.45704;-66.69669;80.0;"RURAL";"Puerto Rico";"Arecibo";"72013.0"
18.46259;-66.26557;4.0;"URBAN AND CENTER CITY";"Puerto Rico";"Dorado";"72051.0"
18.46315;-66.26613;7.0;"URBAN AND CENTER CITY";"Puerto Rico";"Dorado";"72051.0"
18.46676;-66.11279;0.0;"URBAN AND CENTER CITY";"Puerto Rico";"San Juan";"72127.0"
19.06066;-155.57916;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.06319;-155.58676;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.11756;-155.77814;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.2039;-155.48018;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.2065;-155.46892;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.35531;-155.09056;30.0;"URBAN AND CENTER CITY";"Hawaii";"Hawaii";"15001.0"
19.4167;-155.23722;0.0;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.4203;-155.2881;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.43031;-155.26389;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.4308;-155.2578;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.43118;-155.25909;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.44278;-155.88575;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.46399;-154.89871;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.49697;-155.49722;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.50978;-155.91342;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.5192;-155.91832;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.53647;-155.57789;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.53917;-155.57919;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
19.55544;-155.10203;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.56983;-155.08065;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.61191;-155.05504;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.61816;-155.97124;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.70363;-155.08084;57.0;"UNKNOWN";"Hawaii";"Hawaii";"15001.0"
19.71756;-155.11053;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.7214;-155.06723;3.0;"URBAN AND CENTER CITY";"Hawaii";"Hawaii";"15001.0"
19.94536;-155.79128;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
19.97747;-155.79807;99.99999;"SUBURBAN";"Hawaii";"Hawaii";"15001.0"
20.07694;-155.47222;99.99999;"RURAL";"Hawaii";"Hawaii";"15001.0"
20.73625;-156.44663;2.0;"SUBURBAN";"Hawaii";"Maui";"15009.0"
20.7585;-156.24789;99.99999;"RURAL";"Hawaii";"Maui";"15009.0"
20.77152;-156.43746;2.0;"UNKNOWN";"Hawaii";"Maui";"15009.0"
20.78013;-156.46218;0.0;"SUBURBAN";"Hawaii";"Maui";"15009.0"
20.781;-156.44637;46.5;"SUBURBAN";"Hawaii";"Maui";"15009.0"
20.80874;-156.28274;99.99999;"RURAL";"Hawaii";"Maui";"15009.0"
20.80879;-156.28351;99.99999;"RURAL";"Hawaii";"Maui";"15009.0"
20.86963;-156.49363;46.0;"URBAN AND CENTER CITY";"Hawaii";"Maui";"15009.0"
20.88568;-156.66217;0.0;"RURAL";"Hawaii";"Maui";"15009.0"
20.88624;-156.47079;2.0;"URBAN AND CENTER CITY";"Hawaii";"Maui";"15009.0"
20.90203;-156.37034;80.8;"SUBURBAN";"Hawaii";"Maui";"15009.0"
20.91207;-156.37802;0.0;"RURAL";"Hawaii";"Maui";"15009.0"
21.27517;-157.80059;61.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.28212;-157.83004;5.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.2835;-157.83393;3.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.2835;-157.83059;2.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.28906;-157.84143;2.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.28975;-157.81876;4.6;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.29629;-158.10614;3.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.30338;-157.87117;5.3;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.30434;-157.86003;9.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.30758;-157.85542;20.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.31073;-158.10614;5.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.31184;-158.10559;5.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.31878;-157.85865;12.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.32184;-157.87781;3.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.32186;-158.08588;18.0;"SUBURBAN";"Hawaii";"Honolulu";"15003.0"
21.32375;-158.08861;17.9;"SUBURBAN";"Hawaii";"Honolulu";"15003.0"
21.33274;-158.11413;9.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.34016;-157.70559;6.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.34323;-158.12086;7.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.34434;-158.11059;0.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.35015;-157.70844;5.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.35378;-158.08698;99.99999;"SUBURBAN";"Hawaii";"Honolulu";"15003.0"
21.35545;-158.13003;5.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.3574;-158.1167;99.99999;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.36295;-158.1142;99.99999;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.36783;-158.10528;99.99999;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.3749;-158.11087;99.99999;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.37656;-158.12225;99.99999;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.38461;-157.98003;2.0;"SUBURBAN";"Hawaii";"Honolulu";"15003.0"
21.39072;-157.9667;6.0;"SUBURBAN";"Hawaii";"Honolulu";"15003.0"
21.39086;-157.96525;32.6;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.39283;-157.96913;23.0;"URBAN AND CENTER CITY";"Hawaii";"Honolulu";"15003.0"
21.39323;-158.13948;9.0;"SUBURBAN";"Hawaii";"Honolulu";"15003.0"
21.4482;-157.83984;30.0;"RURAL";"Hawaii";"Honolulu";"15003.0"
21.51963;-82.52214;29.0;"RURAL";"Florida";"Alachua";"12001.0"
21.9496;-159.36624;11.0;"SUBURBAN";"Hawaii";"Kauai";"15007.0"
21.9788;-159.36693;70.0;"URBAN AND CENTER CITY";"Hawaii";"Kauai";"15007.0"
24.01904;-80.25334;7.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
24.55876;-81.80259;18.0;"URBAN AND CENTER CITY";"Florida";"Monroe";"12087.0"
24.56181;-81.80481;18.0;"URBAN AND CENTER CITY";"Florida";"Monroe";"12087.0"
24.56542;-81.79345;5.0;"URBAN AND CENTER CITY";"Florida";"Monroe";"12087.0"
24.58126;-81.74648;7.0;"SUBURBAN";"Florida";"Monroe";"12087.0"
24.71209;-81.09841;12.0;"URBAN AND CENTER CITY";"Florida";"Monroe";"12087.0"
24.72959;-81.03452;20.0;"URBAN AND CENTER CITY";"Florida";"Monroe";"12087.0"
25.00013;-79.99976;11.0;"URBAN AND CENTER CITY";"Florida";"Broward";"12011.0"
25.07818;-80.2081;11.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.08096;-80.48589;0.0;"RURAL";"Florida";"Monroe";"12087.0"
25.28456;-80.78871;5.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.384;-80.68256;2.0;"UNKNOWN";"Florida";"Miami-Dade";"12086.0"
25.39122;-80.68082;1.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.44761;-80.44478;5.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.44761;-80.36867;5.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.44789;-80.35342;2.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.4515;-80.36314;2.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.45928;-80.3637;2.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.46178;-80.33703;2.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.46372;-80.35759;2.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.47194;-80.48278;7.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.47317;-80.37509;3.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.509;-80.41287;4.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.58733;-80.32592;4.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.60649;-80.35009;9.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.61483;-80.31064;7.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.62205;-80.34425;10.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.62983;-80.34228;11.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.6301;-80.34425;7.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.67399;-80.32172;2.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.67399;-80.32064;8.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.68333;-80.39972;2.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.68899;-80.30925;8.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.70982;-80.29394;11.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.71205;-80.33592;10.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.72455;-80.26509;3.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.73038;-80.24009;5.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.73205;-80.23536;12.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.73288;-80.16175;2.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.73371;-80.16036;0.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.74566;-80.14838;2.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.75316;-80.77204;4.0;"RURAL";"Florida";"Miami-Dade";"12086.0"
25.76232;-80.29537;6.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.76427;-80.47926;3.0;"";"Florida";"Miami-Dade";"12086.0"
25.76649;-80.43006;2.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.76816;-80.2331;3.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.76982;-80.19953;5.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.77316;-80.19477;2.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.77399;-80.19703;6.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.77399;-80.19536;21.0;"";"Florida";"Miami-Dade";"12086.0"
25.77399;-80.19314;4.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.77399;-80.19005;15.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.77593;-80.19283;2.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.78315;-80.13842;3.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.78547;-80.28421;2.44;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.78871;-80.20703;7.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.79399;-80.27866;12.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.79422;-80.21556;4.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.79649;-80.2281;8.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.79732;-80.13227;6.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.79843;-80.20981;6.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.79871;-80.21005;5.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.80871;-80.30199;11.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
25.81093;-80.20786;6.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.81454;-80.13092;12.0;"URBAN AND CENTER CITY";"Florida";"Miami-Dade";"12086.0"
25.82149;-80.28453;10.0;"SUBURBAN";"Florida";"Miami-Dade";"12086.0"
