"PlaceId";"Name";"Type";"Capacity";"fips"
1;"WAWONA";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC;EQUESTRIAN NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";99;"6043.0"
2;"TUOLUMNE MEADOWS";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;EQUESTRIAN NONELECTRIC";315;"6109.0"
3;"UPPER PINES";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";240;"6043.0"
4;"WATCHMAN CAMPGROUND";"GROUP TENT ONLY AREA NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC;RV ELECTRIC;WALK TO";189;"49053.0"
5;"NORTH PINES";"STANDARD NONELECTRIC;RV NONELECTRIC";93;"6043.0"
6;"CRANE FLAT";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";166;"6109.0"
7;"BRIDALVEIL CREEK GROUP AND HORSE CAMP";"EQUESTRIAN NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";5;"6043.0"
8;"DRY CREEK GROUP CAMPGROUND (Whiskeytown NRA)";"GROUP STANDARD NONELECTRIC";2;"6089.0"
9;"SOUTH MANITOU GROUP";"GROUP TENT ONLY AREA NONELECTRIC";6;"26089.0"
10;"D.H. DAY GROUP";"GROUP TENT ONLY AREA NONELECTRIC";4;"26089.0"
11;"PLATTE RIVER CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";122;"26019.0"
12;"LOWER PINES";"STANDARD NONELECTRIC;RV NONELECTRIC";75;"6043.0"
13;"HODGDON MEADOW";"GROUP TENT ONLY AREA NONELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";108;"6109.0"
14;"Lodgepole Campground-Sequoia and Kings Canyon National Park";"TENT ONLY NONELECTRIC;WALK TO;STANDARD NONELECTRIC;RV NONELECTRIC";191;"6107.0"
15;"GLACIER BASIN CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";161;"8069.0"
16;"MORAINE PARK CAMPGROUND";"STANDARD NONELECTRIC;WALK TO;TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";253;"8069.0"
17;"BIG MEADOWS";"STANDARD NONELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC";224;"51113.0"
18;"Dorst Creek Campground-Sequoia and Kings Canyon National Par";"STANDARD NONELECTRIC;RV NONELECTRIC;WALK TO;TENT ONLY NONELECTRIC;GROUP STANDARD AREA NONELECTRIC";202;"6107.0"
19;"BROOKS CAMP (Search under Permits - Katmai NP)";"TENT ONLY NONELECTRIC";60;"2164.0"
20;"COUGAR ROCK CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC;GROUP STANDARD NONELECTRIC";188;"53053.0"
21;"KALALOCH";"RV NONELECTRIC;STANDARD NONELECTRIC";168;"53031.0"
22;"OHANAPECOSH CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";195;"53041.0"
23;"MAMMOTH CAVE CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;RV ELECTRIC";111;"21061.0"
24;"MAPLE SPRINGS";"GROUP TENT ONLY AREA NONELECTRIC;EQUESTRIAN ELECTRIC;EQUESTRIAN NONELECTRIC";7;"21061.0"
25;"BLACK ROCK CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";99;"6071.0"
26;"SMOKEMONT CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC";142;"37173.0"
27;"ELKMONT CAMPGROUND";"STANDARD NONELECTRIC;WALK TO;STANDARD ELECTRIC;TENT ONLY NONELECTRIC";217;"47155.0"
28;"SHEEP PASS GROUP";"GROUP TENT ONLY AREA NONELECTRIC";6;"6065.0"
29;"COTTONWOOD GROUP";"GROUP TENT ONLY AREA NONELECTRIC";3;"6065.0"
30;"INDIAN COVE CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";114;"6071.0"
31;"DEEP CREEK GROUP CAMP";"GROUP TENT ONLY AREA NONELECTRIC";3;"37173.0"
32;"COSBY CAMPGROUND";"TENT ONLY NONELECTRIC;RV NONELECTRIC;STANDARD NONELECTRIC";157;"47029.0"
33;"TOW STRING HORSE CAMP";"EQUESTRIAN NONELECTRIC";2;"37173.0"
34;"CATALOOCHEE HORSE CAMP";"EQUESTRIAN NONELECTRIC";7;"37087.0"
35;"ROUND BOTTOM HORSE CAMP";"EQUESTRIAN NONELECTRIC";5;"37173.0"
36;"BIG CREEK HORSE CAMP";"EQUESTRIAN NONELECTRIC";5;"37087.0"
37;"ANTHONY CREEK HORSE CAMP";"EQUESTRIAN NONELECTRIC";3;"47009.0"
38;"NORTH RIM CAMPGROUND";"GROUP TENT ONLY AREA NONELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;WALK TO";125;"4005.0"
39;"SANTA BARBARA ISLAND";"TENT ONLY NONELECTRIC";10;"6083.0"
40;"ANACAPA ISLAND";"TENT ONLY NONELECTRIC";7;"6111.0"
41;"MATHER CAMPGROUND";"WALK TO;RV NONELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;EQUESTRIAN NONELECTRIC";357;"4005.0"
42;"KIRBY COVE CAMPGROUND";"TENT ONLY NONELECTRIC";5;"6041.0"
43;"ST. MARY CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";146;"30035.0"
44;"CADES COVE CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;STANDARD ELECTRIC";164;"47009.0"
45;"FURNACE CREEK";"STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC";130;"6027.0"
46;"SANTA CRUZ SCORPION";"TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";31;"6083.0"
47;"SANTA CRUZ DEL NORTE BACKCOUNTRY";"TENT ONLY NONELECTRIC";4;"6083.0"
48;"POPLAR GROVE YOUTH GROUP CAMPGROUND";"GROUP STANDARD NONELECTRIC";3;"24021.0"
49;"CADES COVE GROUP";"GROUP TENT ONLY AREA NONELECTRIC";4;"47009.0"
50;"OCRACOKE CAMPGROUND";"STANDARD NONELECTRIC";136;"37095.0"
51;"FLAMINGO";"WALK TO;RV ELECTRIC;STANDARD NONELECTRIC;GROUP WALK TO";278;"12087.0"
52;"FISH CREEK CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";175;"30029.0"
53;"ASSATEAGUE ISLAND NATIONAL SEASHORE";"WALK TO;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;EQUESTRIAN NONELECTRIC";160;"24047.0"
54;"RIO GRANDE VILLAGE (BIG BEND)";"STANDARD NONELECTRIC";100;"48043.0"
55;"LINVILLE FALLS (BLUE RIDGE PKW)";"RV NONELECTRIC;TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";66;"37023.0"
56;"BLUE HERON CAMPGROUND";"STANDARD ELECTRIC";45;"21147.0"
57;"BANDY CREEK";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";145;"47151.0"
58;"BUFFALO POINT";"STANDARD ELECTRIC;WALK TO;GROUP TENT ONLY AREA NONELECTRIC";109;"5089.0"
59;"BIG SPRING";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";132;"29035.0"
60;"ROUND SPRING";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;STANDARD ELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;GROUP STANDARD NONELECTRIC";64;"29203.0"
61;"JULIAN PRICE (BLUE RIDGE PKWY)";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;RV NONELECTRIC";197;"37189.0"
62;"CHISOS BASIN (BIG BEND)";"STANDARD NONELECTRIC";62;"48043.0"
63;"MANZANITA LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";180;"6089.0"
64;"SUMMIT LAKE SOUTH";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";48;"6089.0"
65;"SUMMIT LAKE NORTH";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";46;"6089.0"
66;"LOST CREEK GROUP";"GROUP STANDARD NONELECTRIC";8;"6089.0"
67;"Black Canyon of the Gunnison NP South Rim Campground";"STANDARD NONELECTRIC;STANDARD ELECTRIC";57;"8085.0"
68;"ELK CREEK CAMPGROUND";"STANDARD NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC";81;"8051.0"
69;"DEVILS GARDEN CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";53;"49019.0"
70;"NEWHALEM CAMPGROUND";"STANDARD NONELECTRIC;HIKE TO";105;"53073.0"
71;"KETTLE FALLS CAMPGROUND";"STANDARD NONELECTRIC";75;"53065.0"
72;"FORT SPOKANE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";67;"53043.0"
73;"LAKE FORK CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";64;"8051.0"
74;"STEVENS CREEK CAMPGROUND";"STANDARD NONELECTRIC";20;"8051.0"
75;"RED CREEK GROUP SITE";"GROUP STANDARD NONELECTRIC";1;"8051.0"
76;"EAST ELK CREEK GROUP CAMPSITE";"GROUP STANDARD NONELECTRIC";1;"8051.0"
77;"NORTH CAMPGROUND";"RV NONELECTRIC;TENT ONLY NONELECTRIC";102;"49017.0"
78;"ALLEY SPRING";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";166;"29203.0"
79;"BUCKHORN CAMPGROUND (OK) CHICKASAW NRA";"STANDARD NONELECTRIC;STANDARD ELECTRIC;WALK TO";42;"40099.0"
80;"THE POINT CAMPGROUND (OK) CHICKASAW NRA";"STANDARD ELECTRIC;WALK TO;STANDARD NONELECTRIC";16;"40099.0"
81;"COLD SPRINGS GROUP CAMP (OK) CHICKASAW NRA";"GROUP TENT ONLY AREA NONELECTRIC";2;"40099.0"
82;"CENTRAL GROUP CAMP (OK) CHICKASAW NRA";"GROUP TENT ONLY AREA NONELECTRIC";10;"40099.0"
83;"ROCK CREEK GROUP CAMP (OK) CHICKASAW NRA";"GROUP TENT ONLY AREA NONELECTRIC";1;"40099.0"
84;"LOON LAKE RECREATION SITE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";52;"41019.0"
85;"COTTONWOOD (TX)";"GROUP TENT ONLY AREA NONELECTRIC";1;"48043.0"
86;"SUNSET CAMPGROUND ";"GROUP STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";101;"49017.0"
87;"LOWER GOODELL GROUP CAMPGROUND";"GROUP STANDARD AREA NONELECTRIC";2;"53073.0"
88;"UPPER GOODELL GROUP CAMPGROUND";"GROUP STANDARD AREA NONELECTRIC";1;"53073.0"
89;"MOUNT PISGAH CAMPGROUND";"TENT ONLY NONELECTRIC;RV NONELECTRIC;STANDARD NONELECTRIC";128;"37087.0"
90;"BUTTE LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";81;"6035.0"
91;"BUTTE LAKE GROUP";"GROUP STANDARD NONELECTRIC";6;"6035.0"
92;"OLD MINERS MEADOW GROUP USE";"GROUP STANDARD NONELECTRIC";1;"41043.0"
93;"SPRING CANYON";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";78;"53043.0"
94;"SPRING CANYON GROUP SITE";"GROUP STANDARD AREA NONELECTRIC";2;"53043.0"
95;"EVANS GROUP CAMP";"GROUP STANDARD AREA NONELECTRIC";1;"53065.0"
96;"KETTLE FALLS LOCUST GROVE GROUP SITE";"GROUP STANDARD AREA NONELECTRIC";1;"53065.0"
97;"GIFFORD GROUP SITE";"GROUP STANDARD AREA NONELECTRIC";1;"53019.0"
98;"HUNTERS GROUP SITE";"GROUP STANDARD AREA NONELECTRIC;GROUP STANDARD NONELECTRIC";3;"53019.0"
99;"FORT SPOKANE GROUP SITE";"GROUP STANDARD AREA NONELECTRIC";2;"53043.0"
100;"TUTTLETOWN RECREATION AREA";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";163;"6109.0"
101;"GLORY HOLE RECREATION AREA";"STANDARD NONELECTRIC;WALK TO";144;"6009.0"
102;"FISHERMENS BEND";"GROUP STANDARD ELECTRIC;CABIN ELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC;TENT ONLY ELECTRIC";60;"41047.0"
103;"GRANT RIVER";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";73;"55043.0"
104;"HIGHLAND RIDGE";"STANDARD ELECTRIC;WALK TO;STANDARD NONELECTRIC;EQUESTRIAN NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;GROUP STANDARD ELECTRIC";57;"55109.0"
105;"DAM COMPLEX";"STANDARD ELECTRIC;WALK TO;STANDARD NONELECTRIC";172;"19103.0"
106;"MOOSE LAKE";"STANDARD NONELECTRIC";9;"55113.0"
107;"PARIS SPRINGS CAMPGROUND";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";12;"16007.0"
108;"INDIAN CREEK EQUESTRIAN CAMPGROUND";"EQUESTRIAN NONELECTRIC";7;"8035.0"
109;"MATTERHORN";"STANDARD NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC";28;"8113.0"
110;"KEYSTONE RANGER STATION";"CABIN ELECTRIC";1;"56001.0"
111;"SEEDHOUSE GROUP SITES";"GROUP STANDARD NONELECTRIC";1;"8107.0"
112;"RADEKE CABIN";"CABIN NONELECTRIC";1;"33003.0"
113;"CADDO DRIVE";"TENT ONLY ELECTRIC;STANDARD ELECTRIC;RV ELECTRIC";72;"5059.0"
114;"PIKES RIDGE";"STANDARD ELECTRIC;STANDARD NONELECTRIC";60;"21217.0"
115;"DUTCH JOHN DRAW CAMPGROUND";"GROUP STANDARD NONELECTRIC";1;"49009.0"
116;"STATELINE";"STANDARD NONELECTRIC;RV NONELECTRIC";41;"49043.0"
117;"PETTIT BAY";"STANDARD NONELECTRIC;STANDARD ELECTRIC";86;"40021.0"
118;"STOCKDALE";"STANDARD ELECTRIC";12;"20161.0"
119;"PULLTITE";"GROUP TENT ONLY AREA NONELECTRIC;STANDARD NONELECTRIC";58;"29203.0"
120;"TWO RIVERS";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";24;"29203.0"
121;"AKERS";"GROUP TENT ONLY AREA NONELECTRIC";4;"29203.0"
122;"JUNIPER LAKE GROUP";"GROUP TENT ONLY AREA NONELECTRIC";2;"6035.0"
123;"CEDAR RIDGE (TX)";"STANDARD ELECTRIC;GROUP STANDARD AREA ELECTRIC;OVERNIGHT SHELTER ELECTRIC;TENT ONLY ELECTRIC";77;"48027.0"
124;"BOB SHETLER RECREATION AREA";"STANDARD ELECTRIC";67;"19153.0"
125;"DALE MILLER YOUTH";"GROUP STANDARD NONELECTRIC";1;"17055.0"
126;"REYNOLDS CREEK";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC;EQUESTRIAN ELECTRIC";51;"48309.0"
127;"DOG CREEK (KY)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";70;"21099.0"
128;"ORLEANS TRAIL";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";62;"29039.0"
129;"VENANGO PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";127;"20053.0"
130;"RAINY LAKE GROUP CAMPSITE";"GROUP STANDARD NONELECTRIC";1;"27137.0"
131;"SMOKEMONT GROUP CAMP";"GROUP TENT ONLY AREA NONELECTRIC";3;"37173.0"
132;"BIG CREEK GROUP CAMP";"GROUP TENT ONLY AREA NONELECTRIC";1;"37087.0"
133;"COSBY GROUP CAMP";"GROUP TENT ONLY AREA NONELECTRIC";3;"47029.0"
134;"CATALOOCHEE GROUP CAMP";"GROUP TENT ONLY AREA NONELECTRIC";3;"37087.0"
135;"ELKMONT GROUP CAMP";"GROUP TENT ONLY AREA NONELECTRIC";4;"47155.0"
136;"MATHEWS ARM CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";166;"51139.0"
137;"Loft Mountain Campground";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";204;"51165.0"
138;"JACOB LAKE RECREATION AREA";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";54;"4005.0"
139;"SILVER BAR";"TENT ONLY NONELECTRIC";4;"8097.0"
140;"JACKS CREEK GROUP AREA";"GROUP STANDARD NONELECTRIC";2;"35047.0"
141;"IRON LAKE";"STANDARD NONELECTRIC";7;"27031.0"
142;"MOTT";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD ELECTRIC";41;"48139.0"
143;"PINEY BAY";"STANDARD NONELECTRIC;STANDARD ELECTRIC";91;"5071.0"
144;"UPPER STAMP CREEK CG";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";20;"13015.0"
145;"KIASUTHA";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";77;"42083.0"
146;"LONGDALE";"STANDARD NONELECTRIC";35;"40011.0"
147;"PRESTON BEND";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC";38;"48181.0"
148;"BASIN CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";13;"33003.0"
149;"UPPER WOLF CREEK GROUP";"GROUP STANDARD NONELECTRIC";1;"4025.0"
150;"HEATON BAY";"STANDARD NONELECTRIC;RV ELECTRIC;TENT ONLY NONELECTRIC";87;"8117.0"
151;"HUNTER TRAILHEAD";"EQUESTRIAN NONELECTRIC";9;"56019.0"
152;"WHITE STAR";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";49;"8065.0"
153;"PRAIRIE CREEK (AL)";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";62;"1085.0"
154;"OAK HILL - LAKE VESUVIUS";"STANDARD ELECTRIC;RV ELECTRIC";32;"39087.0"
155;"TETILLA PEAK";"STANDARD ELECTRIC;STANDARD NONELECTRIC";45;"35043.0"
156;"GREENDALE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";10;"49009.0"
157;"DAMSITE - FALL RIVER LAKE";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";32;"20073.0"
158;"OWEN CREEK";"STANDARD NONELECTRIC";7;"56033.0"
159;"THOMPSON FLAT";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";11;"16031.0"
160;"ADELAIDE CAMPGROUND";"GROUP STANDARD NONELECTRIC";1;"49027.0"
161;"STOVE PRAIRIE";"WALK TO;STANDARD NONELECTRIC";9;"8069.0"
162;"LODGEPOLE AT HEBER";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";23;"49051.0"
163;"RIVER HILL";"STANDARD NONELECTRIC";18;"8051.0"
164;"UINTA RIVER GROUP";"GROUP STANDARD NONELECTRIC";1;"49013.0"
165;"REUTER CAMPGROUND";"STANDARD NONELECTRIC";13;"56011.0"
166;"ASPEN GROUP AREA";"GROUP STANDARD AREA NONELECTRIC";1;"35035.0"
167;"MCWILLIAMS";"STANDARD NONELECTRIC";75;"32003.0"
168;"BAUMGARTNER CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;GROUP RV AREA NONELECTRIC";31;"16039.0"
169;"MANTI COMMUNITY";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";7;"49039.0"
170;"BUCKHORN CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC;BOAT IN";35;"21193.0"
171;"LEAD HILL";"STANDARD ELECTRIC";62;"5009.0"
172;"SOUTH MEADOWS";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;RV NONELECTRIC";64;"8119.0"
173;"PAYSON LAKES";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;RV NONELECTRIC";65;"49049.0"
174;"LITTLE COTTONWOOD GROUP";"GROUP STANDARD NONELECTRIC";1;"56023.0"
175;"FORKS OF HUNTINGTON";"GROUP STANDARD NONELECTRIC";1;"49015.0"
176;"CLEAR LAKE (TX)";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";24;"48085.0"
177;"DOLL MT. CAMPGROUND";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;TENT ONLY ELECTRIC";68;"13123.0"
178;"LAKESIDE (TX)";"STANDARD ELECTRIC;OVERNIGHT SHELTER ELECTRIC;GROUP STANDARD ELECTRIC";94;"48083.0"
179;"HOUSE CREEK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";37;"8083.0"
180;"BUTTERMILK";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";21;"16043.0"
181;"Codorniz Recreation Area Campground";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD ELECTRIC;RV ELECTRIC;TENT ONLY NONELECTRIC;EQUESTRIAN NONELECTRIC;GROUP EQUESTRIAN";88;"6039.0"
182;"BURNS RUN EAST";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";47;"40013.0"
183;"MOUND VALLEY";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";85;"20099.0"
184;"MANZANITA.";"TENT ONLY NONELECTRIC";19;"4005.0"
185;"SILVER BELL";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;WALK TO";14;"8097.0"
186;"COAL MINE";"RV NONELECTRIC";15;"35006.0"
187;"STUART RECREATION AREA";"STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";27;"54083.0"
188;"CEDAR CANYON";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";19;"49021.0"
189;"EASTSIDE";"GROUP STANDARD NONELECTRIC";1;"16045.0"
190;"PANGUITCH LAKE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";51;"49017.0"
191;"JEANETTE LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";4;"27137.0"
192;"BIG ELK";"GROUP STANDARD NONELECTRIC";3;"16019.0"
193;"BALSAM";"TENT ONLY NONELECTRIC;WALK TO;STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";26;"49049.0"
194;"COEUR DALENE";"STANDARD NONELECTRIC;STANDARD ELECTRIC";56;"20139.0"
195;"DAM SITE";"GROUP STANDARD ELECTRIC";2;"20031.0"
196;"FISHHOOK PARK";"STANDARD ELECTRIC;WALK TO";52;"53071.0"
197;"LOST RAPIDS";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";31;"40089.0"
198;"MOUTARDIER";"STANDARD NONELECTRIC;STANDARD ELECTRIC";167;"21061.0"
199;"VIRGIL POINT";"STANDARD ELECTRIC";52;"40023.0"
200;"GLEASONS LANDING ";"TENT ONLY NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";6;"26085.0"
201;"PONDEROSA GROUP - LAKE ISABEL";"GROUP STANDARD NONELECTRIC";1;"8027.0"
202;"JACKS GULCH";"EQUESTRIAN NONELECTRIC;GROUP STANDARD ELECTRIC";3;"8069.0"
203;"DIAMOND";"STANDARD NONELECTRIC;WALK TO;GROUP STANDARD AREA NONELECTRIC;RV NONELECTRIC;GROUP WALK TO;GROUP RV AREA NONELECTRIC";68;"49049.0"
204;"PINEY GUARD STATION";"CABIN NONELECTRIC";1;"8037.0"
205;"REX HALE";"STANDARD NONELECTRIC;STANDARD ELECTRIC";29;"56029.0"
206;"DOGTOWN LAKE CAMPGROUND AND GROUP";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";55;"4005.0"
207;"PRAIRIE RIDGE (RATHBUN LAKE)";"STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";55;"19007.0"
208;"SANTA FE TRAIL";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";33;"20127.0"
209;"OAK (Navarro Mills Lake)";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";49;"48349.0"
210;"IRON RIDGE - LAKE VESUVIUS";"STANDARD ELECTRIC;TENT ONLY ELECTRIC;WALK TO;TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";32;"39087.0"
211;"MAUMELLE";"STANDARD ELECTRIC";130;"5119.0"
212;"BLUE BILL POINT";"STANDARD ELECTRIC;STANDARD NONELECTRIC";42;"40145.0"
213;"CARBOLYN PARK";"STANDARD ELECTRIC";26;"20139.0"
214;"CEDAR RIDGE (MO)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";57;"29039.0"
215;"HAYFORK GROUP CG";"GROUP STANDARD NONELECTRIC";1;"16015.0"
216;"AMITY";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";96;"1017.0"
217;"BUMPUS MILLS";"STANDARD ELECTRIC";15;"47161.0"
218;"BATTLE RUN";"STANDARD ELECTRIC;WALK TO";117;"54067.0"
219;"LUCERNE CAMPGROUND";"STANDARD ELECTRIC;STANDARD NONELECTRIC;CABIN ELECTRIC;GROUP STANDARD NONELECTRIC";139;"49009.0"
220;"DOCTOR CREEK";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";30;"49041.0"
221;"HARDIN RIDGE";"CABIN ELECTRIC;RV ELECTRIC;STANDARD NONELECTRIC;RV NONELECTRIC;STANDARD ELECTRIC;TENT ONLY NONELECTRIC;WALK TO";201;"18105.0"
222;"PICKENSVILLE CG (PICKENSVILLE AL)";"STANDARD ELECTRIC";176;"1107.0"
223;"CADOTTE LAKE";"STANDARD NONELECTRIC";10;"27137.0"
224;"RIDGE ROAD";"STANDARD ELECTRIC;STANDARD NONELECTRIC";69;"13073.0"
225;"RIVERSIDE (KS)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";28;"20053.0"
226;"LAKESIDE (OK)";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";139;"40013.0"
227;"LONGWOOD PARK";"STANDARD NONELECTRIC;STANDARD ELECTRIC";65;"51117.0"
228;"DEERLICK CREEK";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";46;"1125.0"
229;"R SHAEFER HEARD";"STANDARD ELECTRIC";117;"13285.0"
230;"GULL LAKE RECREATION AREA";"STANDARD ELECTRIC";42;"27021.0"
231;"TOMPKINS";"STANDARD ELECTRIC;STANDARD NONELECTRIC;WALK TO;RV ELECTRIC";123;"42117.0"
232;"SPARROWFOOT";"STANDARD ELECTRIC";83;"29083.0"
233;"BUFFALO PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC";21;"51117.0"
234;"TAYLOR";"STANDARD ELECTRIC";48;"48491.0"
235;"COLES CREEK REC AREA";"STANDARD ELECTRIC;GROUP STANDARD AREA ELECTRIC";148;"17027.0"
236;"COMANCHE PARK";"STANDARD NONELECTRIC";20;"46033.0"
