"PlaceId";"Name";"Type";"Capacity";"fips"
1412;"LAKES BASIN";"STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC;TENT ONLY NONELECTRIC";11;"6091.0"
1413;"OHARA";"STANDARD NONELECTRIC";31;"16049.0"
1414;"CAPPS CROSSING";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD AREA NONELECTRIC";10;"6017.0"
1415;"FORKS CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";27;"6039.0"
1416;"CAMP THREE CAMPGROUND";"STANDARD NONELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC";53;"6107.0"
1417;"TABLE MOUNTAIN (ANGELES)";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";42;"6037.0"
1418;"RECREATION POINT";"GROUP TENT ONLY AREA NONELECTRIC";4;"6039.0"
1419;"BERGER";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";9;"6091.0"
1420;"BOULDER CREEK (CA)";"STANDARD NONELECTRIC";44;"6063.0"
1421;"BOCA CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";23;"6057.0"
1422;"RAMSHORN";"TENT ONLY NONELECTRIC";16;"6091.0"
1423;"PEARCH CREEK CAMPGROUND";"STANDARD NONELECTRIC";10;"6023.0"
1424;"CRANE VALLEY";"GROUP STANDARD NONELECTRIC";7;"6039.0"
1425;"EAST FORK CABIN";"CABIN ELECTRIC";1;"30081.0"
1426;"SWAN LAKE CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";40;"30047.0"
1427;"SAN JUAN BAY CABIN";"CABIN NONELECTRIC";1;"2261.0"
1428;"VIGILANTE CABIN";"CABIN ELECTRIC";1;"30057.0"
1429;"FALCON GROUP";"GROUP TENT ONLY AREA NONELECTRIC";3;"6059.0"
1430;"HOLEY MEADOW";"TENT ONLY NONELECTRIC";9;"6107.0"
1431;"FOREST GLEN GUARD STATION";"CABIN NONELECTRIC";1;"6105.0"
1432;"COLD CREEK";"STANDARD NONELECTRIC;WALK TO";11;"6091.0"
1433;"PINE CREEK CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC";26;"30067.0"
1434;"BLUFF MESA GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"6071.0"
1435;"RED BAY LAKE CABIN";"CABIN NONELECTRIC";1;"2198.0"
1436;"PYBUS BAY CABIN";"CABIN NONELECTRIC";1;"2105.0"
1437;"SURVEYORS LOOKOUT";"CABIN NONELECTRIC";1;"16079.0"
1438;"MOUNT FLEMER CABIN";"CABIN NONELECTRIC";1;"2275.0"
1439;"SAVENAC BUNKHOUSE";"CABIN ELECTRIC";1;"30061.0"
1440;"INDIAN SCOTTY GROUP SITE";"GROUP STANDARD AREA NONELECTRIC";1;"6093.0"
1441;"UPPER OSO CAMPGROUND";"EQUESTRIAN NONELECTRIC;TENT ONLY NONELECTRIC;WALK TO;STANDARD NONELECTRIC";19;"6083.0"
1442;"SAMSING COVE CABIN";"CABIN NONELECTRIC";1;"2220.0"
1443;"WAPITI CABIN";"CABIN NONELECTRIC";1;"30031.0"
1444;"CARIBOU CREEK CABIN";"CABIN NONELECTRIC";1;"2122.0"
1445;"WEST FORK CABIN (S OF ENNIS)";"CABIN NONELECTRIC";1;"30057.0"
1446;"ALAVA BAY CABIN";"CABIN NONELECTRIC";1;"2130.0"
1447;"MOSER ISLAND CABIN";"CABIN NONELECTRIC";1;"2220.0"
1448;"GARNET MOUNTAIN FIRE LOOKOUT";"CABIN NONELECTRIC";1;"30031.0"
1449;"WOODED HILL GROUP";"GROUP RV AREA NONELECTRIC";1;"6073.0"
1450;"GARNET LEDGE CABIN";"CABIN NONELECTRIC";1;"2275.0"
1451;"SAGE HILL";"GROUP STANDARD NONELECTRIC;GROUP EQUESTRIAN";5;"6083.0"
1452;"DIAMOND BUTTE LOOKOUT";"CABIN NONELECTRIC";1;"30075.0"
1453;"MCGUIRE MTN. LOOKOUT RENTAL";"CABIN NONELECTRIC";1;"30053.0"
1454;"DEER RIDGE LOOKOUT";"CABIN NONELECTRIC";1;"16021.0"
1455;"DOUBLE BAY CABIN";"CABIN NONELECTRIC";1;"2261.0"
1456;"TURNER LAKE WEST CABIN";"CABIN NONELECTRIC";1;"2110.0"
1457;"POINT AMARGURA CABIN";"CABIN NONELECTRIC";1;"2198.0"
1458;"CALF CREEK CABIN";"CABIN NONELECTRIC";1;"30059.0"
1459;"STEAMER BAY CABIN";"CABIN NONELECTRIC";1;"2275.0"
1460;"GOULDING LAKE CABIN";"CABIN NONELECTRIC";1;"2220.0"
1461;"SALT CHUCK EAST CABIN";"CABIN NONELECTRIC";1;"2195.0"
1462;"REFLECTION LAKE CABIN";"CABIN NONELECTRIC";1;"2130.0"
1463;"BLACK BEAR LAKE CABIN";"CABIN NONELECTRIC";1;"2198.0"
1464;"SCHNAUS CABIN";"CABIN NONELECTRIC";1;"30029.0"
1465;"PATCHING LAKE CABIN";"CABIN NONELECTRIC";1;"2130.0"
1466;"SALMON LAKE CABIN SITKA";"CABIN NONELECTRIC";1;"2220.0"
1467;"ALLAN POINT CABIN";"CABIN NONELECTRIC";1;"2220.0"
1468;"MCDONALD LAKE CABIN";"CABIN NONELECTRIC";1;"2130.0"
1469;"PAULSON BAY CABIN";"CABIN NONELECTRIC";1;"2261.0"
1470;"SULOIA LAKE CABIN";"CABIN NONELECTRIC";1;"2220.0"
1471;"MCCARTHY POINT LOOKOUT";"CABIN NONELECTRIC";1;"6103.0"
1472;"SOUTHEAST HECKMAN CABIN";"CABIN NONELECTRIC";1;"2130.0"
1473;"ASPEN GROVE GROUP USE AREA";"GROUP STANDARD NONELECTRIC";1;"30049.0"
1474;"INDIAN FLATS CABIN";"CABIN NONELECTRIC";1;"30049.0"
1475;"JIMS LAKE CABIN";"CABIN NONELECTRIC";1;"2105.0"
1476;"SITKOH LAKE (EAST) CABIN";"CABIN NONELECTRIC";1;"2220.0"
1477;"RAVENS ROOST CABIN";"CABIN NONELECTRIC";1;"2195.0"
1478;"YOUNG LAKE (NORTH) CABIN";"CABIN NONELECTRIC";1;"2110.0"
1479;"LITTLE DRY ISLAND CABIN";"CABIN NONELECTRIC";1;"2275.0"
1480;"COLD SPRINGS PEAK CABIN";"CABIN NONELECTRIC";1;"16035.0"
1481;"TANGLEWOOD GROUP CAMP";"GROUP TENT ONLY AREA NONELECTRIC";1;"6071.0"
1482;"GREEN SPOT EQUESTRIAN GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"6071.0"
1483;"DEVILS ELBOW CABIN";"CABIN NONELECTRIC";1;"2195.0"
1484;"FORD CABIN";"CABIN NONELECTRIC";1;"30029.0"
1485;"HUGH SMITH LAKE CABIN";"CABIN NONELECTRIC";1;"2130.0"
1486;"CROW PASS CABIN";"CABIN NONELECTRIC";1;"2020.0"
1487;"NORTH FORK (CA)";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";17;"6061.0"
1488;"AGNEW MEADOWS GROUP CAMP";"GROUP STANDARD NONELECTRIC";4;"6039.0"
1489;"HIRZ BAY";"STANDARD NONELECTRIC";47;"6089.0"
1490;"SUNSET-UNION VALLEY";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";75;"6017.0"
1491;"INDIAN TREES CAMPGROUND";"RV NONELECTRIC;TENT ONLY NONELECTRIC";15;"30081.0"
1492;"PRINCESS";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";90;"6019.0"
1493;"ONION VALLEY";"STANDARD NONELECTRIC;WALK TO;TENT ONLY NONELECTRIC";17;"6027.0"
1494;"WHEELER GORGE";"STANDARD NONELECTRIC";67;"6111.0"
1495;"PINE POINT (CA)";"GROUP STANDARD NONELECTRIC";1;"6089.0"
1496;"MARTIN LAKE CABIN";"CABIN NONELECTRIC";1;"2261.0"
1497;"LONE PINE";"STANDARD NONELECTRIC;WALK TO;GROUP TENT ONLY AREA NONELECTRIC";28;"6027.0"
1498;"SUMMERDALE CAMPGROUND";"STANDARD NONELECTRIC";59;"6043.0"
1499;"FRENCH MEADOWS";"STANDARD NONELECTRIC";75;"6061.0"
1500;"GREEN VALLEY";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";37;"6071.0"
1501;"BOULDER OAKS EQST";"EQUESTRIAN NONELECTRIC";13;"6073.0"
1502;"Nevada Beach Campground and Day Use Pavilion";"STANDARD NONELECTRIC";54;"32005.0"
1503;"WILSON NARROWS CABIN";"CABIN NONELECTRIC";1;"2130.0"
1504;"STONY CREEK SEQUOIA";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;WALK TO";47;"6107.0"
1505;"HOOD CREEK CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";26;"30031.0"
1506;"EL PRADO GROUP";"GROUP TENT ONLY AREA NONELECTRIC;GROUP STANDARD NONELECTRIC";5;"6073.0"
1507;"COGHILL LAKE CABIN";"CABIN NONELECTRIC";1;"2261.0"
1508;"KOOK LAKE CABIN";"CABIN NONELECTRIC";1;"2220.0"
1509;"SHADY COVE GROUP CAMPGROUND";"GROUP TENT ONLY AREA NONELECTRIC";3;"6071.0"
1510;"DEKKAS ROCK";"GROUP STANDARD NONELECTRIC";1;"6089.0"
1511;"CRESTLINE GROUP";"GROUP TENT ONLY AREA NONELECTRIC";1;"6073.0"
1512;"BIG BEND GROUP (YUBA RIVER)";"GROUP STANDARD NONELECTRIC";2;"6061.0"
1513;"BOULDER GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"6071.0"
1514;"VAN VLECK BUNKHOUSE";"CABIN NONELECTRIC";1;"6017.0"
1515;"THOMPSON GUARD STATION";"CABIN NONELECTRIC";1;"30059.0"
1516;"LOG JAM BAY CABIN";"CABIN NONELECTRIC";1;"2261.0"
1517;"JACK BAY CABIN";"CABIN NONELECTRIC";1;"2261.0"
1518;"PORT CHALMERS CABIN";"CABIN NONELECTRIC";1;"2261.0"
1519;"AVOSS LAKE CABIN";"CABIN NONELECTRIC";1;"2220.0"
1520;"LOBO GROUP";"GROUP STANDARD NONELECTRIC";2;"6071.0"
1521;"HIRZ BAY GROUP 2";"GROUP STANDARD NONELECTRIC";1;"6089.0"
1522;"BIG JOHN BAY CABIN";"CABIN NONELECTRIC";1;"2195.0"
1523;"ROMIG CABIN";"CABIN NONELECTRIC";1;"2122.0"
1524;"MIDDLE DANGEROUS RIVER CABIN";"CABIN NONELECTRIC";1;"2282.0"
1525;"EAGLE LAKE CABIN";"CABIN NONELECTRIC";1;"2275.0"
1526;"HARVEY WEST CABIN";"CABIN NONELECTRIC";1;"6017.0"
1527;"SALMON LAKE CABIN THORNE BAY";"CABIN NONELECTRIC";1;"2198.0"
1528;"LOWER PARADISE LAKE CABIN";"CABIN NONELECTRIC";1;"2122.0"
1529;"BIG SILVER GROUP";"GROUP STANDARD NONELECTRIC";1;"6017.0"
1530;"ITALIO RIVER CABIN";"CABIN NONELECTRIC";1;"2282.0"
1531;"SALMON CREEK";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";32;"6091.0"
1532;"CLUBHOUSE LAKE";"STANDARD NONELECTRIC";28;"27061.0"
1533;"BAY VIEW";"STANDARD NONELECTRIC;WALK TO";24;"26033.0"
1534;"STONY POINT";"STANDARD ELECTRIC;WALK TO";43;"27021.0"
1535;"CHAMBERS LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";51;"8069.0"
1536;"FLAT ROCK (IDAHO)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";16;"16043.0"
1537;"WILD PLUM";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";46;"6091.0"
1538;"FIREFIGHTERS CAMPGROUND";"STANDARD NONELECTRIC";60;"49009.0"
1539;"Trout Pond Recreation Area";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD AREA NONELECTRIC";37;"54031.0"
1540;"TIE FLUME";"STANDARD NONELECTRIC";26;"56033.0"
1541;"COW CREEK SOUTH";"STANDARD NONELECTRIC";44;"8117.0"
1542;"MOUNT PRINCETON";"STANDARD NONELECTRIC;RV NONELECTRIC;TENT ONLY NONELECTRIC";19;"8015.0"
1543;"SANDERS COVE";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";89;"48277.0"
1544;"WHITETAIL CABIN";"CABIN ELECTRIC";1;"30075.0"
1545;"WHITE BRIDGE";"STANDARD NONELECTRIC";29;"49017.0"
1546;"LAKE MICHIGAN AT MANISTEE";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";53;"26105.0"
1547;"BRIDGER LAKE CAMPGROUND";"STANDARD NONELECTRIC;RV NONELECTRIC";30;"49043.0"
1548;"HERNANDO POINT";"STANDARD ELECTRIC";76;"28033.0"
1549;"FATHER DYER";"STANDARD NONELECTRIC";23;"8065.0"
1550;"OAK BOTTOM CAMPGROUND";"STANDARD NONELECTRIC";26;"6093.0"
1551;"FLOWING WELL CAMPGROUND";"STANDARD NONELECTRIC";6;"26041.0"
1552;"SUMMIT VIEW CAMPGROUND";"GROUP STANDARD NONELECTRIC;STANDARD NONELECTRIC";21;"16007.0"
1553;"EMERY BAY CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";28;"30029.0"
1554;"JUNIPER SPRINGS REC AREA";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";78;"12083.0"
1555;"OAK FLAT LOOKOUT";"CABIN NONELECTRIC";1;"6029.0"
1556;"BIG MEADOWS CABIN";"CABIN ELECTRIC";1;"6107.0"
1557;"CAMP FOUR AND HALF CABIN";"CABIN NONELECTRIC";1;"6019.0"
1558;"WHITETAIL CAMPGROUND";"GROUP STANDARD ELECTRIC";5;"4019.0"
1559;"THOMPSON PEAK LOOKOUT TOWER";"CABIN ELECTRIC";1;"30061.0"
1560;"JARVIES FAMILY BOAT IN";"BOAT IN";8;"49009.0"
1561;"ZIPS PLACE CABIN";"CABIN ELECTRIC";1;"30029.0"
1562;"GEM PEAK LOOKOUT RENTAL";"CABIN NONELECTRIC";1;"30089.0"
1563;"STAR MEADOWS GUARD STATION";"CABIN ELECTRIC";1;"30029.0"
1564;"MEADOWS GROUP CAMPGROUND";"GROUP STANDARD NONELECTRIC";2;"8059.0"
1565;"POST CREEK GUARD STATION";"CABIN NONELECTRIC";1;"6103.0"
1566;"MAY CREEK CABIN";"CABIN NONELECTRIC";1;"30001.0"
1567;"LOST CABIN CAMPGROUND";"STANDARD NONELECTRIC";19;"56019.0"
1568;"JORDAN PINES";"GROUP TENT ONLY AREA NONELECTRIC;GROUP STANDARD NONELECTRIC";4;"49035.0"
1569;"EAGLE GUARD STATION";"CABIN NONELECTRIC";1;"30007.0"
1570;"MALAD SUMMIT GUARD STATION";"CABIN NONELECTRIC";1;"16005.0"
1571;"BIG LARCH CAMPGROUND";"GROUP STANDARD NONELECTRIC";2;"30063.0"
1572;"PFEIFFER LAKE";"STANDARD NONELECTRIC";4;"27137.0"
1573;"ANGEL OF SHAVANO GROUP";"GROUP STANDARD NONELECTRIC";1;"8015.0"
1574;"GROUSE CAMPGROUND";"STANDARD NONELECTRIC";21;"16003.0"
1575;"BADIN LAKE GROUP CAMP";"GROUP STANDARD NONELECTRIC";3;"37123.0"
1576;"MORGAN LAKE CAMPGROUND AND GROUP SITE";"GROUP STANDARD AREA NONELECTRIC;RV NONELECTRIC";9;"55037.0"
1577;"HIGH RYE CABIN";"CABIN NONELECTRIC";1;"30093.0"
1578;"HELLS CANYON GUARD STATION";"CABIN NONELECTRIC";1;"30057.0"
1579;"DRY WOLF CABIN";"CABIN NONELECTRIC";1;"30045.0"
1580;"JOHNSON BAR GROUP SITE";"GROUP STANDARD NONELECTRIC";1;"16049.0"
1581;"MT. BALDY-BUCKHORN RIDGE";"CABIN NONELECTRIC";1;"30053.0"
1582;"LIZ BUTTE CABIN";"CABIN NONELECTRIC";1;"16049.0"
1583;"BEND GUARD STATION";"CABIN ELECTRIC";1;"30089.0"
1584;"WEST FORK OF ROCK CREEK CABIN";"CABIN NONELECTRIC";1;"30039.0"
1585;"MCGILL CAMPGROUND";"GROUP STANDARD NONELECTRIC";2;"6029.0"
1586;"CAMP SEVEN LAKE CAMPGROUND";"STANDARD NONELECTRIC;STANDARD ELECTRIC";38;"26041.0"
1587;"LIBERTY HILL (Navarro Mills Lake)";"STANDARD ELECTRIC;OVERNIGHT SHELTER ELECTRIC;TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";101;"48349.0"
1588;"NORTH FORK CAMPGROUND";"STANDARD NONELECTRIC";28;"8103.0"
1589;"SHERIDAN LAKE";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";91;"46103.0"
1590;"BEAVER CREEK (MO)";"STANDARD ELECTRIC";33;"29213.0"
1591;"ALLEY CREEK CAMP";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC;RV ELECTRIC;GROUP STANDARD ELECTRIC";80;"48315.0"
1592;"COTTON HILL";"TENT ONLY ELECTRIC;STANDARD ELECTRIC";102;"13061.0"
1593;"WRIGHTS LAKE";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC;WALK TO";65;"6017.0"
1594;"PLASKETT CREEK CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";46;"6053.0"
1595;"HASTINGS CAMPGROUND";"STANDARD NONELECTRIC";14;"23017.0"
1596;"SILVER DOLLAR";"STANDARD NONELECTRIC";39;"8065.0"
1597;"OUTLET CAMPGROUND";"STANDARD NONELECTRIC";18;"16037.0"
1598;"MILLERS FERRY CAMPGROUND";"STANDARD ELECTRIC";66;"1131.0"
1599;"FERRON RESERVOIR";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";18;"49039.0"
1600;"CHERRY";"STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";18;"49049.0"
1601;"CLEAR SPRING";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";116;"48037.0"
1602;"BARNES FIELD CAMPGROUND";"GROUP STANDARD NONELECTRIC;GROUP TENT ONLY AREA NONELECTRIC";11;"33007.0"
1603;"PUMICE FLAT GROUP CAMP";"GROUP STANDARD NONELECTRIC";4;"6039.0"
1604;"ELK CREEK CAMPGROUND (SAWTOOTH NF)";"GROUP STANDARD NONELECTRIC";1;"16037.0"
1605;"FERN BASIN";"STANDARD NONELECTRIC";15;"6065.0"
1606;"FLATROCK (TEXAS)";"STANDARD ELECTRIC;OVERNIGHT SHELTER ELECTRIC;GROUP STANDARD NONELECTRIC;OVERNIGHT SHELTER NONELECTRIC";64;"48083.0"
1607;"ARLIE MOORE";"RV ELECTRIC;STANDARD ELECTRIC;TENT ONLY ELECTRIC";87;"5019.0"
1608;"WHITNEY PORTAL";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;WALK TO;GROUP TENT ONLY AREA NONELECTRIC";29;"6027.0"
1609;"DAM - QUARRY";"STANDARD ELECTRIC;GROUP STANDARD AREA ELECTRIC";69;"5005.0"
1610;"DAM SITE(GREERS FERRY)";"STANDARD NONELECTRIC;STANDARD ELECTRIC";241;"5023.0"
1611;"STUMPY MEADOWS";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";39;"6017.0"
1612;"BRIDGEVIEW (RATHBUN LAKE)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";103;"19007.0"
1613;"DOGWOOD                                      ";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC;STANDARD NONELECTRIC";90;"6071.0"
1614;"BLANDING LANDING";"STANDARD NONELECTRIC;STANDARD ELECTRIC";37;"17085.0"
1615;"COON CREEK (IL)";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";181;"17173.0"
1616;"EAST ASHTABULA CROSSING";"STANDARD ELECTRIC;WALK TO";37;"38003.0"
1617;"ARROYO SECO";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC";38;"6053.0"
1618;"HEART BAR EQUESTRIAN";"GROUP STANDARD NONELECTRIC";1;"6071.0"
1619;"LIBERTY GLEN (LAKE SONOMA)";"CABIN NONELECTRIC;GROUP STANDARD NONELECTRIC;GROUP EQUESTRIAN;STANDARD NONELECTRIC";99;"6097.0"
1620;"OUTLET PARK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD ELECTRIC";22;"29085.0"
1621;"LAKE SHERWOOD";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";106;"54025.0"
1622;"METHODIST COVE";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";131;"31083.0"
1623;"FLOATING MILL PARK";"STANDARD ELECTRIC;TENT ONLY ELECTRIC;RV ELECTRIC;STANDARD NONELECTRIC";104;"47041.0"
1624;"BAR GULCH";"CABIN NONELECTRIC";1;"30007.0"
1625;"MONTE CRISTO";"GROUP STANDARD NONELECTRIC";2;"49033.0"
1626;"CEDRON CREEK";"STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";66;"48035.0"
1627;"MAXEY CABIN";"CABIN NONELECTRIC";1;"30031.0"
1628;"PINEY POINT";"STANDARD NONELECTRIC;STANDARD ELECTRIC";68;"48067.0"
1629;"SHARP CREEK";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";20;"4007.0"
1630;"SARAH TOTTEN CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD AREA NONELECTRIC";11;"6093.0"
1631;"BANDIDO GROUP CAMPGROUND";"GROUP STANDARD AREA NONELECTRIC";5;"6037.0"
1632;"TEN-X CAMPGROUND";"STANDARD NONELECTRIC;TENT ONLY NONELECTRIC;GROUP STANDARD NONELECTRIC";72;"4005.0"
1633;"PICKLE GULCH";"GROUP WALK TO";6;"8047.0"
1634;"LID CREEK CAMPGROUND";"STANDARD NONELECTRIC";23;"30029.0"
1635;"MONUMENT PEAK LOOKOUT";"CABIN NONELECTRIC";1;"30059.0"
1636;"COUGAR PEAK LOOKOUT";"CABIN NONELECTRIC";1;"30089.0"
1637;"WURTZ CABIN";"CABIN NONELECTRIC";1;"30029.0"
1638;"GRAYBACK";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";14;"16015.0"
1639;"BUTTERCUP GROUP CAMP";"GROUP STANDARD NONELECTRIC";1;"6071.0"
1640;"SIERRA";"TENT ONLY NONELECTRIC";16;"6091.0"
1641;"RED CANYON";"STANDARD NONELECTRIC";8;"49009.0"
1642;"Big Pine Equestrian Group Campground";"GROUP EQUESTRIAN";1;"6071.0"
1643;"LITTLE BROOKLYN LAKE GUARD";"CABIN NONELECTRIC";1;"56001.0"
1644;"HUNTERS SPRING CABIN";"CABIN NONELECTRIC";1;"30059.0"
1645;"MIDDLE MEADOWS";"GROUP STANDARD NONELECTRIC";2;"6061.0"
1646;"BIG CREEK BALDY. LOOKOUT RENTAL";"CABIN NONELECTRIC";1;"30053.0"
1647;"LOWER HYALITE GROUP";"GROUP STANDARD NONELECTRIC";1;"30031.0"
1648;"ARID PEAK LOOKOUT";"CABIN NONELECTRIC";1;"16079.0"
1649;"FLEECER STATION";"CABIN ELECTRIC";1;"30093.0"
1650;"WEST BOULDER CABIN";"CABIN ELECTRIC";1;"30067.0"
1651;"ROCK CREEK (KS)";"STANDARD ELECTRIC;STANDARD NONELECTRIC;WALK TO";115;"20087.0"
1652;"DAMSITE";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";102;"29085.0"
1653;"SANDY LAKE";"STANDARD ELECTRIC;WALK TO;CABIN ELECTRIC;GROUP STANDARD ELECTRIC";60;"27001.0"
1654;"SUPPLY PARK";"STANDARD NONELECTRIC;STANDARD ELECTRIC;GROUP STANDARD ELECTRIC";111;"40153.0"
1655;"WILLOW BAY";"STANDARD ELECTRIC;WALK TO;CABIN ELECTRIC;STANDARD NONELECTRIC";101;"42083.0"
1656;"DAY LAKE";"STANDARD NONELECTRIC";31;"55003.0"
1657;"PETERSBURG";"STANDARD ELECTRIC;STANDARD NONELECTRIC";93;"13073.0"
1658;"SANDY CREEK";"STANDARD ELECTRIC;STANDARD NONELECTRIC;OVERNIGHT SHELTER ELECTRIC";77;"48241.0"
1659;"GAMALIEL";"STANDARD ELECTRIC";63;"5005.0"
1660;"WHITE LEDGE CAMPGROUND";"TENT ONLY NONELECTRIC;STANDARD NONELECTRIC";17;"33003.0"
1661;"BERRY BEND";"STANDARD ELECTRIC;STANDARD NONELECTRIC";119;"29015.0"
1662;"HANKS CREEK";"STANDARD ELECTRIC;OVERNIGHT SHELTER ELECTRIC;GROUP STANDARD AREA ELECTRIC";56;"48005.0"
1663;"COCHITI AREA";"STANDARD ELECTRIC;STANDARD NONELECTRIC";80;"35043.0"
1664;"FOSCUE CREEK";"STANDARD ELECTRIC";54;"1091.0"
1665;"WEST ROLLING HILLS";"STANDARD ELECTRIC;STANDARD NONELECTRIC;TENT ONLY NONELECTRIC";74;"20061.0"
1666;"ROCKY CREEK (SOMERVILLE LAKE)";"STANDARD ELECTRIC;TENT ONLY ELECTRIC";192;"48477.0"
1667;"WARD MTN. CAMPGROUND (MURRAY SUMMIT)";"RV NONELECTRIC;STANDARD NONELECTRIC;GROUP STANDARD AREA NONELECTRIC";33;"32033.0"
1668;"MILL CREEK (TEXAS)";"STANDARD ELECTRIC";110;"48403.0"
1669;"HOUSTON MESA";"STANDARD NONELECTRIC;EQUESTRIAN NONELECTRIC;TENT ONLY NONELECTRIC";75;"4007.0"
1670;"CHARBONNEAU PK";"STANDARD ELECTRIC";52;"53071.0"
1671;"DALE HOLLOW DAMSITE";"STANDARD ELECTRIC;RV ELECTRIC;STANDARD NONELECTRIC";79;"47027.0"
1672;"KENDALL CAMPGROUND";"STANDARD ELECTRIC;TENT ONLY NONELECTRIC";116;"21207.0"
1673;"UPPER FIR GROUP AREA";"GROUP STANDARD AREA NONELECTRIC";1;"35035.0"
1674;"IRON SPRINGS GROUP ASHLEY";"GROUP STANDARD NONELECTRIC";2;"49047.0"
1675;"CURLEW CAMPGROUND";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC";6;"16071.0"
1676;"WILLOW PARK";"GROUP STANDARD NONELECTRIC";1;"56003.0"
1677;"WILLIS KNOB HORSE CAMP";"GROUP EQUESTRIAN;EQUESTRIAN ELECTRIC";7;"13241.0"
1678;"ARCH DAM CAMPGROUND";"GROUP STANDARD NONELECTRIC";3;"49009.0"
1679;"STEEL CREEK GROUP CAMPGROUND";"GROUP STANDARD AREA NONELECTRIC";1;"16033.0"
1680;"RATTLESNAKE";"GROUP STANDARD AREA NONELECTRIC";1;"16085.0"
1681;"BIG BEND (OK)";"STANDARD ELECTRIC;STANDARD NONELECTRIC";115;"40011.0"
1682;"WHITING";"STANDARD NONELECTRIC;GROUP STANDARD NONELECTRIC;EQUESTRIAN NONELECTRIC";16;"49049.0"
1683;"Plymouth Park";"STANDARD ELECTRIC;GROUP STANDARD NONELECTRIC";33;"53005.0"
1684;"SHEPPARD POINT";"TENT ONLY NONELECTRIC;STANDARD ELECTRIC";25;"40037.0"
1685;"BROOKEN COVE";"STANDARD ELECTRIC";73;"40061.0"
1686;"BLUE MEADOW";"STANDARD NONELECTRIC;WALK TO;GROUP STANDARD NONELECTRIC";18;"54025.0"
1687;"SHADY CREEK";"STANDARD ELECTRIC";53;"19139.0"
